preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A hula hoop is a,toy.,hula hoop,toy,18,"(-3.8474159240722656, -1.9237079620361328, [-3.8224716186523438, -0.024944305419921875])",335174458,bert-large-uncased
A jump rope is a,toy.,jump rope,toy,19,"(-9.726825714111328, -4.863412857055664, [-9.709329605102539, -0.017496109008789062])",335174458,bert-large-uncased
A pogo stick is a,toy.,pogo stick,toy,20,"(-0.6066999435424805, -0.30334997177124023, [-0.5855855941772461, -0.021114349365234375])",335174458,bert-large-uncased
A clay is a,toy.,clay,toy,21,"(-8.221098899841309, -4.110549449920654, [-8.147683143615723, -0.07341575622558594])",335174458,bert-large-uncased
A wagon is a,toy.,wagon,toy,22,"(-7.7084197998046875, -3.8542098999023438, [-7.658683776855469, -0.04973602294921875])",335174458,bert-large-uncased
A kite is a,toy.,kite,toy,23,"(-5.777008056640625, -2.8885040283203125, [-5.750339508056641, -0.026668548583984375])",335174458,bert-large-uncased
A train is a,toy.,train,toy,24,"(-7.844666004180908, -3.922333002090454, [-7.774366855621338, -0.07029914855957031])",335174458,bert-large-uncased
A tricycle is a,toy.,tricycle,toy,25,"(-9.47633171081543, -4.738165855407715, [-9.443597793579102, -0.032733917236328125])",335174458,bert-large-uncased
A coloring book is a,toy.,coloring book,toy,26,"(-4.8233842849731445, -2.4116921424865723, [-4.805136680603027, -0.018247604370117188])",335174458,bert-large-uncased
Crayons are,toys.,crayons,toy,27,"(-10.348607063293457, -5.1743035316467285, [-10.214919090270996, -0.13368797302246094])",335174458,bert-large-uncased
A truck is a,toy.,truck,toy,28,"(-7.832868576049805, -3.9164342880249023, [-7.794790267944336, -0.03807830810546875])",335174458,bert-large-uncased
A puzzle is a,toy.,puzzle,toy,29,"(-6.968906402587891, -3.4844532012939453, [-6.936773300170898, -0.03213310241699219])",335174458,bert-large-uncased
A fire engine is a,toy.,fire engine,toy,30,"(-9.33414077758789, -4.667070388793945, [-9.31173324584961, -0.02240753173828125])",335174458,bert-large-uncased
A balloon is a,toy.,balloon,toy,31,"(-6.054887294769287, -3.0274436473846436, [-6.015172481536865, -0.039714813232421875])",335174458,bert-large-uncased
Skates are,toys.,skates,toy,32,"(-12.83351993560791, -6.416759967803955, [-12.696135520935059, -0.13738441467285156])",335174458,bert-large-uncased
A baseball is a,toy.,baseball,toy,33,"(-8.235772132873535, -4.117886066436768, [-8.175620079040527, -0.06015205383300781])",335174458,bert-large-uncased
A drum is a,toy.,drum,toy,34,"(-6.072755813598633, -3.0363779067993164, [-6.056064605712891, -0.016691207885742188])",335174458,bert-large-uncased
A football is a,toy.,football,toy,35,"(-6.536128997802734, -3.268064498901367, [-6.487344741821289, -0.04878425598144531])",335174458,bert-large-uncased
A game is a,toy.,game,toy,36,"(-6.568113327026367, -3.2840566635131836, [-6.497882843017578, -0.07023048400878906])",335174458,bert-large-uncased
A swing is a,toy.,swing,toy,37,"(-9.091351509094238, -4.545675754547119, [-9.042757987976074, -0.04859352111816406])",335174458,bert-large-uncased
A boat is a,toy.,boat,toy,38,"(-9.189872741699219, -4.594936370849609, [-9.144498825073242, -0.04537391662597656])",335174458,bert-large-uncased
A monopoly is a,toy.,monopoly,toy,39,"(-10.89885139465332, -5.44942569732666, [-10.809242248535156, -0.08960914611816406])",335174458,bert-large-uncased
A sled is a,toy.,sled,toy,40,"(-7.519333362579346, -3.759666681289673, [-7.472570896148682, -0.04676246643066406])",335174458,bert-large-uncased
A seesaw is a,toy.,seesaw,toy,41,"(-7.635878086090088, -3.817939043045044, [-7.603712558746338, -0.03216552734375])",335174458,bert-large-uncased
Stilts are,toys.,stilts,toy,42,"(-11.402807235717773, -5.701403617858887, [-11.25422477722168, -0.14858245849609375])",335174458,bert-large-uncased
Checkers are,toys.,checkers,toy,43,"(-10.848575592041016, -5.424287796020508, [-10.707283020019531, -0.14129257202148438])",335174458,bert-large-uncased
A bat is a,toy.,bat,toy,44,"(-7.8436198234558105, -3.9218099117279053, [-7.780873775482178, -0.06274604797363281])",335174458,bert-large-uncased
A car is a,toy.,car,toy,45,"(-6.493147373199463, -3.2465736865997314, [-6.451466083526611, -0.04168128967285156])",335174458,bert-large-uncased
An airplane is a,toy.,airplane,toy,46,"(-6.76767635345459, -3.383838176727295, [-6.733525276184082, -0.03415107727050781])",335174458,bert-large-uncased
A bicycle is a,toy.,bicycle,toy,47,"(-6.313318252563477, -3.1566591262817383, [-6.258241653442383, -0.05507659912109375])",335174458,bert-large-uncased
A tractor is a,toy.,tractor,toy,48,"(-7.081662178039551, -3.5408310890197754, [-7.0377397537231445, -0.04392242431640625])",335174458,bert-large-uncased
A sandbox is a,toy.,sandbox,toy,49,"(-5.560859203338623, -2.7804296016693115, [-5.542323589324951, -0.018535614013671875])",335174458,bert-large-uncased
A bike is a,toy.,bike,toy,50,"(-5.8343610763549805, -2.9171805381774902, [-5.7895097732543945, -0.04485130310058594])",335174458,bert-large-uncased
A bow and arrow is a,toy.,bow and arrow,toy,51,"(-7.1934003829956055, -3.5967001914978027, [-7.158385276794434, -0.035015106201171875])",335174458,bert-large-uncased
A rope is a,toy.,rope,toy,52,"(-7.871523380279541, -3.9357616901397705, [-7.808277606964111, -0.06324577331542969])",335174458,bert-large-uncased
Dishes are,toys.,dishes,toy,53,"(-11.798969268798828, -5.899484634399414, [-11.752492904663086, -0.04647636413574219])",335174458,bert-large-uncased
Cards are,toys.,cards,toy,54,"(-11.30432415008545, -5.652162075042725, [-11.08800220489502, -0.2163219451904297])",335174458,bert-large-uncased
A mitt is a,toy.,mitt,toy,55,"(-6.477046489715576, -3.238523244857788, [-6.426669597625732, -0.05037689208984375])",335174458,bert-large-uncased
A horse is a,toy.,horse,toy,56,"(-7.604806900024414, -3.802403450012207, [-7.556108474731445, -0.04869842529296875])",335174458,bert-large-uncased
A gun is a,toy.,gun,toy,57,"(-7.11095666885376, -3.55547833442688, [-7.070114612579346, -0.04084205627441406])",335174458,bert-large-uncased
Animals are,toys.,animals,toy,58,"(-7.720332622528076, -3.860166311264038, [-7.661620616912842, -0.058712005615234375])",335174458,bert-large-uncased
A tennis racket is a,toy.,tennis racket,toy,59,"(-4.431678771972656, -2.215839385986328, [-4.408124923706055, -0.023553848266601562])",335174458,bert-large-uncased
Books are,toys.,books,toy,60,"(-10.319494247436523, -5.159747123718262, [-10.273992538452148, -0.045501708984375])",335174458,bert-large-uncased
A robin is a,bird.,robin,bird,1,"(-1.4717025756835938, -0.7358512878417969, [-1.3951492309570312, -0.0765533447265625])",335174458,bert-large-uncased
A sparrow is a,bird.,sparrow,bird,2,"(-0.6270017623901367, -0.31350088119506836, [-0.5438909530639648, -0.08311080932617188])",335174458,bert-large-uncased
A bluejay is a,bird.,bluejay,bird,3,"(-1.3639755249023438, -0.6819877624511719, [-1.3327407836914062, -0.0312347412109375])",335174458,bert-large-uncased
A bluebird is a,bird.,bluebird,bird,4,"(-0.4710359573364258, -0.2355179786682129, [-0.4318380355834961, -0.03919792175292969])",335174458,bert-large-uncased
A canary is a,bird.,canary,bird,5,"(-0.9606943130493164, -0.4803471565246582, [-0.8956422805786133, -0.06505203247070312])",335174458,bert-large-uncased
A blackbird is a,bird.,blackbird,bird,6,"(-0.4071931838989258, -0.2035965919494629, [-0.36715221405029297, -0.04004096984863281])",335174458,bert-large-uncased
A dove is a,bird.,dove,bird,7,"(-0.38896751403808594, -0.19448375701904297, [-0.3284568786621094, -0.06051063537597656])",335174458,bert-large-uncased
A lark is a,bird.,lark,bird,8,"(-6.980428695678711, -3.4902143478393555, [-6.888387680053711, -0.092041015625])",335174458,bert-large-uncased
A swallow is a,bird.,swallow,bird,9,"(-1.4026050567626953, -0.7013025283813477, [-1.350790023803711, -0.051815032958984375])",335174458,bert-large-uncased
A parakeet is a,bird.,parakeet,bird,10,"(-0.5891208648681641, -0.29456043243408203, [-0.56622314453125, -0.022897720336914062])",335174458,bert-large-uncased
An oriole is a,bird.,oriole,bird,11,"(-5.770449638366699, -2.8852248191833496, [-5.747984886169434, -0.022464752197265625])",335174458,bert-large-uncased
A mockingbird is a,bird.,mockingbird,bird,12,"(-1.0744924545288086, -0.5372462272644043, [-1.0113344192504883, -0.06315803527832031])",335174458,bert-large-uncased
A redbird is a,bird.,redbird,bird,13,"(-0.4999523162841797, -0.24997615814208984, [-0.46185302734375, -0.03809928894042969])",335174458,bert-large-uncased
A wren is a,bird.,wren,bird,14,"(-1.6532468795776367, -0.8266234397888184, [-1.5787286758422852, -0.07451820373535156])",335174458,bert-large-uncased
A finch is a,bird.,finch,bird,15,"(-0.5511932373046875, -0.27559661865234375, [-0.48147010803222656, -0.06972312927246094])",335174458,bert-large-uncased
A starling is a,bird.,starling,bird,16,"(-2.2104244232177734, -1.1052122116088867, [-2.1193008422851562, -0.09112358093261719])",335174458,bert-large-uncased
A cardinal is a,bird.,cardinal,bird,17,"(-9.96013355255127, -4.980066776275635, [-9.827561378479004, -0.13257217407226562])",335174458,bert-large-uncased
An eagle is a,bird.,eagle,bird,18,"(-0.8882226943969727, -0.44411134719848633, [-0.8630228042602539, -0.02519989013671875])",335174458,bert-large-uncased
A hummingbird is a,bird.,hummingbird,bird,19,"(-0.6063251495361328, -0.3031625747680664, [-0.5580062866210938, -0.04831886291503906])",335174458,bert-large-uncased
A seagull is a,bird.,seagull,bird,20,"(-0.4286985397338867, -0.21434926986694336, [-0.40113162994384766, -0.027566909790039062])",335174458,bert-large-uncased
A woodpecker is a,bird.,woodpecker,bird,21,"(-0.22968292236328125, -0.11484146118164062, [-0.20489883422851562, -0.024784088134765625])",335174458,bert-large-uncased
A pigeon is a,bird.,pigeon,bird,22,"(-0.7789211273193359, -0.38946056365966797, [-0.7538490295410156, -0.025072097778320312])",335174458,bert-large-uncased
A thrush is a,bird.,thrush,bird,23,"(-0.3193168640136719, -0.15965843200683594, [-0.28172874450683594, -0.03758811950683594])",335174458,bert-large-uncased
A falcon is a,bird.,falcon,bird,24,"(-0.9425382614135742, -0.4712691307067871, [-0.8808107376098633, -0.06172752380371094])",335174458,bert-large-uncased
A crow is a,bird.,crow,bird,25,"(-2.223651885986328, -1.111825942993164, [-2.1439590454101562, -0.07969284057617188])",335174458,bert-large-uncased
A hawk is a,bird.,hawk,bird,26,"(-1.6673011779785156, -0.8336505889892578, [-1.613504409790039, -0.05379676818847656])",335174458,bert-large-uncased
A raven is a,bird.,raven,bird,27,"(-2.172901153564453, -1.0864505767822266, [-2.079805374145508, -0.09309577941894531])",335174458,bert-large-uncased
A goldfinch is a,bird.,goldfinch,bird,28,"(-1.0534629821777344, -0.5267314910888672, [-1.0118083953857422, -0.04165458679199219])",335174458,bert-large-uncased
A parrot is a,bird.,parrot,bird,29,"(-1.2204265594482422, -0.6102132797241211, [-1.1679801940917969, -0.05244636535644531])",335174458,bert-large-uncased
A sandpiper is a,bird.,sandpiper,bird,30,"(-2.1590585708618164, -1.0795292854309082, [-2.1261186599731445, -0.032939910888671875])",335174458,bert-large-uncased
A pheasant is a,bird.,pheasant,bird,31,"(-0.5371952056884766, -0.2685976028442383, [-0.5020523071289062, -0.03514289855957031])",335174458,bert-large-uncased
A catbird is a,bird.,catbird,bird,32,"(-0.6222496032714844, -0.3111248016357422, [-0.5780220031738281, -0.04422760009765625])",335174458,bert-large-uncased
A crane is a,bird.,crane,bird,33,"(-2.732611656188965, -1.3663058280944824, [-2.6196794509887695, -0.11293220520019531])",335174458,bert-large-uncased
An albatross is a,bird.,albatross,bird,34,"(-0.34220027923583984, -0.17110013961791992, [-0.3260049819946289, -0.016195297241210938])",335174458,bert-large-uncased
A condor is a,bird.,condor,bird,35,"(-2.7301063537597656, -1.3650531768798828, [-2.7035579681396484, -0.026548385620117188])",335174458,bert-large-uncased
A toucan is a,bird.,toucan,bird,36,"(-1.127406120300293, -0.5637030601501465, [-1.0995283126831055, -0.0278778076171875])",335174458,bert-large-uncased
An owl is a,bird.,owl,bird,37,"(-1.1241378784179688, -0.5620689392089844, [-1.0620250701904297, -0.06211280822753906])",335174458,bert-large-uncased
A pelican is a,bird.,pelican,bird,38,"(-0.8864631652832031, -0.44323158264160156, [-0.8533935546875, -0.033069610595703125])",335174458,bert-large-uncased
A goose is a,bird.,goose,bird,39,"(-3.386509895324707, -1.6932549476623535, [-3.3054704666137695, -0.0810394287109375])",335174458,bert-large-uncased
A vulture is a,bird.,vulture,bird,40,"(-2.288630485534668, -1.144315242767334, [-2.2677221298217773, -0.020908355712890625])",335174458,bert-large-uncased
A stork is a,bird.,stork,bird,41,"(-0.23246002197265625, -0.11623001098632812, [-0.1659984588623047, -0.06646156311035156])",335174458,bert-large-uncased
A buzzard is a,bird.,buzzard,bird,42,"(-1.279144287109375, -0.6395721435546875, [-1.2072219848632812, -0.07192230224609375])",335174458,bert-large-uncased
A swan is a,bird.,swan,bird,43,"(-2.1999120712280273, -1.0999560356140137, [-2.10910701751709, -0.0908050537109375])",335174458,bert-large-uncased
A flamingo is a,bird.,flamingo,bird,44,"(-3.5675048828125, -1.78375244140625, [-3.530183792114258, -0.03732109069824219])",335174458,bert-large-uncased
A duck is a,bird.,duck,bird,45,"(-4.246552467346191, -2.1232762336730957, [-4.145903587341309, -0.10064888000488281])",335174458,bert-large-uncased
A peacock is a,bird.,peacock,bird,46,"(-1.6614151000976562, -0.8307075500488281, [-1.5512313842773438, -0.1101837158203125])",335174458,bert-large-uncased
An egret is a,bird.,egret,bird,47,"(-1.1256513595581055, -0.5628256797790527, [-1.094944953918457, -0.030706405639648438])",335174458,bert-large-uncased
A chicken is a,bird.,chicken,bird,48,"(-2.49277400970459, -1.246387004852295, [-2.403214454650879, -0.08955955505371094])",335174458,bert-large-uncased
A turkey is a,bird.,turkey,bird,49,"(-1.9593315124511719, -0.9796657562255859, [-1.8950576782226562, -0.06427383422851562])",335174458,bert-large-uncased
An ostrich is a,bird.,ostrich,bird,50,"(-0.185272216796875, -0.0926361083984375, [-0.16484832763671875, -0.02042388916015625])",335174458,bert-large-uncased
A titmouse is a,bird.,titmouse,bird,51,"(-7.643215179443359, -3.8216075897216797, [-7.500421524047852, -0.1427936553955078])",335174458,bert-large-uncased
An emu is a,bird.,emu,bird,52,"(-1.031031608581543, -0.5155158042907715, [-0.9935693740844727, -0.03746223449707031])",335174458,bert-large-uncased
A penguin is a,bird.,penguin,bird,53,"(-3.3230247497558594, -1.6615123748779297, [-3.2434616088867188, -0.07956314086914062])",335174458,bert-large-uncased
A bat is a,bird.,bat,bird,54,"(-1.8253536224365234, -0.9126768112182617, [-1.7360382080078125, -0.08931541442871094])",335174458,bert-large-uncased
Football is a,sport.,football,sport,1,"(-0.7603788375854492, -0.3801894187927246, [-0.729975700378418, -0.03040313720703125])",335174458,bert-large-uncased
Baseball is a,sport.,baseball,sport,2,"(-1.1127748489379883, -0.5563874244689941, [-1.0312585830688477, -0.08151626586914062])",335174458,bert-large-uncased
Basketball is a,sport.,basketball,sport,3,"(-0.36816883087158203, -0.18408441543579102, [-0.34988880157470703, -0.018280029296875])",335174458,bert-large-uncased
Tennis is a,sport.,tennis,sport,4,"(-0.43952083587646484, -0.21976041793823242, [-0.4103555679321289, -0.029165267944335938])",335174458,bert-large-uncased
Softball is a,sport.,softball,sport,5,"(-0.4849739074707031, -0.24248695373535156, [-0.4422416687011719, -0.04273223876953125])",335174458,bert-large-uncased
Canoeing is a,sport.,canoeing,sport,6,"(-0.9968013763427734, -0.4984006881713867, [-0.9563999176025391, -0.040401458740234375])",335174458,bert-large-uncased
Handball is a,sport.,handball,sport,7,"(-0.2721519470214844, -0.1360759735107422, [-0.26216697692871094, -0.009984970092773438])",335174458,bert-large-uncased
Rugby is a,sport.,rugby,sport,8,"(-0.8428440093994141, -0.42142200469970703, [-0.7971000671386719, -0.04574394226074219])",335174458,bert-large-uncased
Hockey is a,sport.,hockey,sport,9,"(-0.6786994934082031, -0.33934974670410156, [-0.6425704956054688, -0.036128997802734375])",335174458,bert-large-uncased
Ice hockey is a,sport.,ice hockey,sport,10,"(-0.30806541442871094, -0.15403270721435547, [-0.2734851837158203, -0.034580230712890625])",335174458,bert-large-uncased
Swimming is a,sport.,swimming,sport,11,"(-0.5665073394775391, -0.28325366973876953, [-0.5517730712890625, -0.014734268188476562])",335174458,bert-large-uncased
Track is a,sport.,track,sport,12,"(-10.350707054138184, -5.175353527069092, [-10.242680549621582, -0.10802650451660156])",335174458,bert-large-uncased
Boxing is a,sport.,boxing,sport,13,"(-0.29843997955322266, -0.14921998977661133, [-0.26760005950927734, -0.030839920043945312])",335174458,bert-large-uncased
Volleyball is a,sport.,volleyball,sport,14,"(-0.1983022689819336, -0.0991511344909668, [-0.18802928924560547, -0.010272979736328125])",335174458,bert-large-uncased
Lacrosse is a,sport.,lacrosse,sport,15,"(-0.22733783721923828, -0.11366891860961914, [-0.18503856658935547, -0.04229927062988281])",335174458,bert-large-uncased
Skiing is a,sport.,skiing,sport,16,"(-1.479292869567871, -0.7396464347839355, [-1.4457159042358398, -0.03357696533203125])",335174458,bert-large-uncased
Golf is a,sport.,golf,sport,17,"(-1.0161113739013672, -0.5080556869506836, [-0.9443683624267578, -0.07174301147460938])",335174458,bert-large-uncased
Polo is a,sport.,polo,sport,18,"(-6.717801094055176, -3.358900547027588, [-6.642348289489746, -0.07545280456542969])",335174458,bert-large-uncased
Surfing is a,sport.,surfing,sport,19,"(-1.6602516174316406, -0.8301258087158203, [-1.61334228515625, -0.046909332275390625])",335174458,bert-large-uncased
Wrestling is a,sport.,wrestling,sport,20,"(-0.14888477325439453, -0.07444238662719727, [-0.1283254623413086, -0.020559310913085938])",335174458,bert-large-uncased
Gymnastics is a,sport.,gymnastics,sport,21,"(-0.5466985702514648, -0.2733492851257324, [-0.5053796768188477, -0.04131889343261719])",335174458,bert-large-uncased
Cricket is a,sport.,cricket,sport,22,"(-0.7711496353149414, -0.3855748176574707, [-0.7381925582885742, -0.03295707702636719])",335174458,bert-large-uncased
Squash is a,sport.,squash,sport,23,"(-0.35419368743896484, -0.17709684371948242, [-0.34139156341552734, -0.0128021240234375])",335174458,bert-large-uncased
Badminton is a,sport.,badminton,sport,24,"(-0.2948493957519531, -0.14742469787597656, [-0.2810192108154297, -0.013830184936523438])",335174458,bert-large-uncased
Racing is a,sport.,racing,sport,25,"(-0.9395484924316406, -0.4697742462158203, [-0.8465671539306641, -0.09298133850097656])",335174458,bert-large-uncased
Pole vault is a,sport.,pole vault,sport,26,"(-0.9112129211425781, -0.45560646057128906, [-0.8677730560302734, -0.04343986511230469])",335174458,bert-large-uncased
Fencing is a,sport.,fencing,sport,27,"(-0.43735504150390625, -0.21867752075195312, [-0.4118232727050781, -0.025531768798828125])",335174458,bert-large-uncased
Bowling is a,sport.,bowling,sport,28,"(-4.338415622711182, -2.169207811355591, [-4.301910877227783, -0.03650474548339844])",335174458,bert-large-uncased
Water skiing is a,sport.,water skiing,sport,29,"(-1.6478548049926758, -0.8239274024963379, [-1.632594108581543, -0.015260696411132812])",335174458,bert-large-uncased
Ice skating is a,sport.,ice skating,sport,30,"(-0.2561759948730469, -0.12808799743652344, [-0.23524856567382812, -0.02092742919921875])",335174458,bert-large-uncased
Jai alai is a,sport.,jai alai,sport,31,"(-9.539443969726562, -4.769721984863281, [-9.412132263183594, -0.12731170654296875])",335174458,bert-large-uncased
Skating is a,sport.,skating,sport,32,"(-1.3943891525268555, -0.6971945762634277, [-1.3408021926879883, -0.05358695983886719])",335174458,bert-large-uncased
Skindiving is a,sport.,skindiving,sport,33,"(-1.9012136459350586, -0.9506068229675293, [-1.770716667175293, -0.13049697875976562])",335174458,bert-large-uncased
Sailing is a,sport.,sailing,sport,34,"(-0.9099655151367188, -0.4549827575683594, [-0.8596286773681641, -0.05033683776855469])",335174458,bert-large-uncased
Diving is a,sport.,diving,sport,35,"(-1.3205232620239258, -0.6602616310119629, [-1.2917852401733398, -0.028738021850585938])",335174458,bert-large-uncased
Archery is a,sport.,archery,sport,36,"(-0.3830413818359375, -0.19152069091796875, [-0.344573974609375, -0.0384674072265625])",335174458,bert-large-uncased
Judo is a,sport.,judo,sport,37,"(-0.3103017807006836, -0.1551508903503418, [-0.27474498748779297, -0.035556793212890625])",335174458,bert-large-uncased
Car racing is a,sport.,car racing,sport,38,"(-0.3076038360595703, -0.15380191802978516, [-0.24381065368652344, -0.06379318237304688])",335174458,bert-large-uncased
Ping pong is a,sport.,ping pong,sport,39,"(-0.9547843933105469, -0.47739219665527344, [-0.9375972747802734, -0.017187118530273438])",335174458,bert-large-uncased
Rowing is a,sport.,rowing,sport,40,"(-0.4927806854248047, -0.24639034271240234, [-0.42887115478515625, -0.06390953063964844])",335174458,bert-large-uncased
Fishing is a,sport.,fishing,sport,41,"(-1.5790681838989258, -0.7895340919494629, [-1.525649070739746, -0.05341911315917969])",335174458,bert-large-uncased
Horseback riding is a,sport.,horseback riding,sport,42,"(-0.6612977981567383, -0.33064889907836914, [-0.6174230575561523, -0.04387474060058594])",335174458,bert-large-uncased
Running is a,sport.,running,sport,43,"(-2.567699432373047, -1.2838497161865234, [-2.5177345275878906, -0.04996490478515625])",335174458,bert-large-uncased
Horse racing is a,sport.,horse racing,sport,44,"(-0.2233867645263672, -0.1116933822631836, [-0.1637897491455078, -0.059597015380859375])",335174458,bert-large-uncased
Hiking is a,sport.,hiking,sport,45,"(-3.905254364013672, -1.952627182006836, [-3.8734512329101562, -0.031803131103515625])",335174458,bert-large-uncased
Weight lifting is a,sport.,weight lifting,sport,46,"(-0.3173236846923828, -0.1586618423461914, [-0.2898387908935547, -0.027484893798828125])",335174458,bert-large-uncased
Croquet is a,sport.,croquet,sport,47,"(-1.0879526138305664, -0.5439763069152832, [-1.0325498580932617, -0.05540275573730469])",335174458,bert-large-uncased
Horseshoes is a,sport.,horseshoes,sport,48,"(-7.109797954559326, -3.554898977279663, [-7.089402675628662, -0.020395278930664062])",335174458,bert-large-uncased
Boating is a,sport.,boating,sport,49,"(-1.849008560180664, -0.924504280090332, [-1.7911701202392578, -0.05783843994140625])",335174458,bert-large-uncased
Pool is a,sport.,pool,sport,50,"(-5.110253810882568, -2.555126905441284, [-5.080705165863037, -0.02954864501953125])",335174458,bert-large-uncased
Billiards is a,sport.,billiards,sport,51,"(-0.5433979034423828, -0.2716989517211914, [-0.49456214904785156, -0.04883575439453125])",335174458,bert-large-uncased
Hunting is a,sport.,hunting,sport,52,"(-1.8022184371948242, -0.9011092185974121, [-1.6713151931762695, -0.1309032440185547])",335174458,bert-large-uncased
Jump rope is a,sport.,jump rope,sport,53,"(-4.215734004974365, -2.1078670024871826, [-4.192431926727295, -0.023302078247070312])",335174458,bert-large-uncased
Camping is a,sport.,camping,sport,54,"(-3.7655229568481445, -1.8827614784240723, [-3.698348045349121, -0.06717491149902344])",335174458,bert-large-uncased
Chess is a,sport.,chess,sport,55,"(-2.6758718490600586, -1.3379359245300293, [-2.5967416763305664, -0.07913017272949219])",335174458,bert-large-uncased
Dancing is a,sport.,dancing,sport,56,"(-3.6321163177490234, -1.8160581588745117, [-3.5475234985351562, -0.08459281921386719])",335174458,bert-large-uncased
Checkers is a,sport.,checkers,sport,57,"(-3.012592315673828, -1.506296157836914, [-2.9860496520996094, -0.02654266357421875])",335174458,bert-large-uncased
Cards is a,sport.,cards,sport,58,"(-7.263579368591309, -3.6317896842956543, [-7.150284767150879, -0.11329460144042969])",335174458,bert-large-uncased
Sunbathing is a,sport.,sunbathing,sport,59,"(-3.818556785583496, -1.909278392791748, [-3.774712562561035, -0.04384422302246094])",335174458,bert-large-uncased
Pea is a,vegetable.,pea,vegetable,1,"(-3.8378167152404785, -1.9189083576202393, [-3.6562466621398926, -0.18157005310058594])",335174458,bert-large-uncased
Carrot is a,vegetable.,carrot,vegetable,2,"(-1.7652196884155273, -0.8826098442077637, [-1.6884984970092773, -0.07672119140625])",335174458,bert-large-uncased
Green bean is a,vegetable.,green bean,vegetable,3,"(-2.356001853942871, -1.1780009269714355, [-2.2755937576293945, -0.08040809631347656])",335174458,bert-large-uncased
String bean is a,vegetable.,string bean,vegetable,4,"(-3.059258460998535, -1.5296292304992676, [-2.94191837310791, -0.117340087890625])",335174458,bert-large-uncased
Spinach is a,vegetable.,spinach,vegetable,5,"(-0.9745445251464844, -0.4872722625732422, [-0.8616924285888672, -0.11285209655761719])",335174458,bert-large-uncased
Broccoli is a,vegetable.,broccoli,vegetable,6,"(-1.3233623504638672, -0.6616811752319336, [-1.2092666625976562, -0.11409568786621094])",335174458,bert-large-uncased
Asparagus is a,vegetable.,asparagus,vegetable,7,"(-1.3276615142822266, -0.6638307571411133, [-1.2473125457763672, -0.08034896850585938])",335174458,bert-large-uncased
Corn is a,vegetable.,corn,vegetable,8,"(-2.772355079650879, -1.3861775398254395, [-2.5341291427612305, -0.23822593688964844])",335174458,bert-large-uncased
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"(-1.8985261917114258, -0.9492630958557129, [-1.8387441635131836, -0.05978202819824219])",335174458,bert-large-uncased
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"(-9.765817642211914, -4.882908821105957, [-9.665367126464844, -0.10045051574707031])",335174458,bert-large-uncased
