preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A teddy bear is a,toy.,teddy bear,toy,11,"[(-7.531593322753906, -3.765796661376953, [-3.8827056884765625, -3.6488876342773438]), (-6.1169281005859375, -3.0584640502929688, [-3.2032699584960938, -2.9136581420898438]), (-6.5186767578125, -3.25933837890625, [-3.9329757690429688, -2.5857009887695312]), (-6.815681457519531, -3.4078407287597656, [-3.085968017578125, -3.7297134399414062]), (-5.681526184082031, -2.8407630920410156, [-2.8345413208007812, -2.84698486328125])]",354823168,gpt2-medium
A rocking horse is a,toy.,rocking horse,toy,12,"[(-9.604499816894531, -4.802249908447266, [-7.90423583984375, -1.7002639770507812]), (-9.601081848144531, -4.800540924072266, [-7.056297302246094, -2.5447845458984375]), (-9.050308227539062, -4.525154113769531, [-6.4036712646484375, -2.646636962890625]), (-9.497879028320312, -4.748939514160156, [-7.786888122558594, -1.7109909057617188]), (-9.334602355957031, -4.667301177978516, [-6.7105255126953125, -2.6240768432617188])]",354823168,gpt2-medium
A doll house is a,toy.,doll house,toy,13,"[(-7.8589324951171875, -3.9294662475585938, [-4.725166320800781, -3.1337661743164062]), (-7.5386810302734375, -3.7693405151367188, [-4.576454162597656, -2.9622268676757812]), (-9.629379272460938, -4.814689636230469, [-4.563560485839844, -5.065818786621094]), (-11.334053039550781, -5.667026519775391, [-6.046241760253906, -5.287811279296875]), (-9.592018127441406, -4.796009063720703, [-4.75872802734375, -4.833290100097656])]",354823168,gpt2-medium
A ball is a,toy.,ball,toy,14,"[(-7.161354064941406, -3.580677032470703, [-5.641548156738281, -1.519805908203125]), (-6.348201751708984, -3.174100875854492, [-4.862163543701172, -1.4860382080078125]), (-5.936916351318359, -2.9684581756591797, [-4.583221435546875, -1.3536949157714844]), (-6.020458221435547, -3.0102291107177734, [-4.681674957275391, -1.3387832641601562]), (-6.288043975830078, -3.144021987915039, [-4.65875244140625, -1.6292915344238281])]",354823168,gpt2-medium
Jacks are,toys.,jacks,toy,15,"[(-12.972984313964844, -6.486492156982422, [-11.319801330566406, -1.6531829833984375]), (-12.718948364257812, -6.359474182128906, [-10.871543884277344, -1.8474044799804688]), (-11.184127807617188, -5.592063903808594, [-9.37493896484375, -1.8091888427734375]), (-12.325271606445312, -6.162635803222656, [-10.755111694335938, -1.570159912109375]), (-12.068740844726562, -6.034370422363281, [-9.554084777832031, -2.5146560668945312])]",354823168,gpt2-medium
Paper dolls are,toys.,paper dolls,toy,16,"[(-12.244132995605469, -6.122066497802734, [-7.6457061767578125, -4.598426818847656]), (-11.465667724609375, -5.7328338623046875, [-7.326774597167969, -4.138893127441406]), (-10.367767333984375, -5.1838836669921875, [-7.3398590087890625, -3.0279083251953125]), (-11.206260681152344, -5.603130340576172, [-7.655853271484375, -3.5504074096679688]), (-11.181434631347656, -5.590717315673828, [-8.085128784179688, -3.0963058471679688])]",354823168,gpt2-medium
An erector set is a,toy.,erector set,toy,17,"[(-11.917266845703125, -5.9586334228515625, [-6.908134460449219, -5.009132385253906]), (-11.976913452148438, -5.988456726074219, [-7.1374969482421875, -4.83941650390625]), (-13.128837585449219, -6.564418792724609, [-7.527656555175781, -5.6011810302734375]), (-11.774505615234375, -5.8872528076171875, [-6.823219299316406, -4.951286315917969]), (-13.057121276855469, -6.528560638427734, [-7.3150177001953125, -5.742103576660156])]",354823168,gpt2-medium
A hula hoop is a,toy.,hula hoop,toy,18,"[(-11.264366149902344, -5.632183074951172, [-6.958381652832031, -4.3059844970703125]), (-9.400489807128906, -4.700244903564453, [-6.208656311035156, -3.19183349609375]), (-10.406852722167969, -5.203426361083984, [-6.91229248046875, -3.4945602416992188]), (-10.772270202636719, -5.386135101318359, [-6.5616607666015625, -4.210609436035156]), (-9.459022521972656, -4.729511260986328, [-5.936347961425781, -3.522674560546875])]",354823168,gpt2-medium
A jump rope is a,toy.,jump rope,toy,19,"[(-11.850181579589844, -5.925090789794922, [-6.907569885253906, -4.9426116943359375]), (-10.891494750976562, -5.445747375488281, [-6.77947998046875, -4.1120147705078125]), (-13.567329406738281, -6.783664703369141, [-7.917762756347656, -5.649566650390625]), (-11.972198486328125, -5.9860992431640625, [-7.62774658203125, -4.344451904296875]), (-10.021659851074219, -5.010829925537109, [-6.677131652832031, -3.3445281982421875])]",354823168,gpt2-medium
A pogo stick is a,toy.,pogo stick,toy,20,"[(-9.649978637695312, -4.824989318847656, [-5.172813415527344, -4.477165222167969]), (-11.174057006835938, -5.587028503417969, [-5.911041259765625, -5.2630157470703125]), (-8.762184143066406, -4.381092071533203, [-5.074310302734375, -3.6878738403320312]), (-9.359291076660156, -4.679645538330078, [-5.3063812255859375, -4.052909851074219]), (-9.262176513671875, -4.6310882568359375, [-5.01220703125, -4.249969482421875])]",354823168,gpt2-medium
A clay is a,toy.,clay,toy,21,"[(-10.833351135253906, -5.416675567626953, [-9.049880981445312, -1.7834701538085938]), (-11.922042846679688, -5.961021423339844, [-9.816009521484375, -2.1060333251953125]), (-11.2607421875, -5.63037109375, [-9.272857666015625, -1.987884521484375]), (-11.501358032226562, -5.750679016113281, [-9.375747680664062, -2.1256103515625]), (-10.94598388671875, -5.472991943359375, [-8.77154541015625, -2.1744384765625])]",354823168,gpt2-medium
A wagon is a,toy.,wagon,toy,22,"[(-9.084274291992188, -4.542137145996094, [-7.301094055175781, -1.7831802368164062]), (-8.532630920410156, -4.266315460205078, [-6.4897308349609375, -2.0429000854492188]), (-8.22125244140625, -4.110626220703125, [-6.406707763671875, -1.814544677734375]), (-8.975601196289062, -4.487800598144531, [-6.6967010498046875, -2.278900146484375]), (-9.350578308105469, -4.675289154052734, [-7.257026672363281, -2.0935516357421875])]",354823168,gpt2-medium
A kite is a,toy.,kite,toy,23,"[(-10.189918518066406, -5.094959259033203, [-6.037712097167969, -4.1522064208984375]), (-9.744247436523438, -4.872123718261719, [-5.450309753417969, -4.293937683105469]), (-10.453697204589844, -5.226848602294922, [-7.018959045410156, -3.4347381591796875]), (-8.719367980957031, -4.359683990478516, [-5.950553894042969, -2.7688140869140625]), (-11.106925964355469, -5.553462982177734, [-6.971687316894531, -4.1352386474609375])]",354823168,gpt2-medium
A train is a,toy.,train,toy,24,"[(-8.828506469726562, -4.414253234863281, [-7.006111145019531, -1.8223953247070312]), (-8.595390319824219, -4.297695159912109, [-7.2279205322265625, -1.3674697875976562]), (-9.837684631347656, -4.918842315673828, [-7.4821624755859375, -2.3555221557617188]), (-9.383026123046875, -4.6915130615234375, [-7.494293212890625, -1.88873291015625]), (-8.899063110351562, -4.449531555175781, [-7.059638977050781, -1.8394241333007812])]",354823168,gpt2-medium
A tricycle is a,toy.,tricycle,toy,25,"[(-10.06951904296875, -5.034759521484375, [-5.478355407714844, -4.591163635253906]), (-11.054412841796875, -5.5272064208984375, [-5.6730194091796875, -5.3813934326171875]), (-10.013694763183594, -5.006847381591797, [-5.463287353515625, -4.550407409667969]), (-10.367080688476562, -5.183540344238281, [-6.383995056152344, -3.9830856323242188]), (-10.272781372070312, -5.136390686035156, [-6.076454162597656, -4.196327209472656])]",354823168,gpt2-medium
A coloring book is a,toy.,coloring book,toy,26,"[(-9.078559875488281, -4.539279937744141, [-5.912811279296875, -3.1657485961914062]), (-9.186599731445312, -4.593299865722656, [-6.740081787109375, -2.4465179443359375]), (-8.185836791992188, -4.092918395996094, [-6.188835144042969, -1.9970016479492188]), (-8.155281066894531, -4.077640533447266, [-5.9113922119140625, -2.2438888549804688]), (-9.932113647460938, -4.966056823730469, [-7.432403564453125, -2.4997100830078125])]",354823168,gpt2-medium
Crayons are,toys.,crayons,toy,27,"[(-12.06939697265625, -6.034698486328125, [-9.831550598144531, -2.2378463745117188]), (-12.312034606933594, -6.156017303466797, [-10.3929443359375, -1.9190902709960938]), (-11.81781005859375, -5.908905029296875, [-9.207237243652344, -2.6105728149414062]), (-12.902496337890625, -6.4512481689453125, [-10.577949523925781, -2.3245468139648438]), (-12.295326232910156, -6.147663116455078, [-10.182868957519531, -2.112457275390625])]",354823168,gpt2-medium
A truck is a,toy.,truck,toy,28,"[(-9.242668151855469, -4.621334075927734, [-7.3560638427734375, -1.8866043090820312]), (-9.115478515625, -4.5577392578125, [-7.235740661621094, -1.8797378540039062]), (-9.279296875, -4.6396484375, [-7.1129302978515625, -2.1663665771484375]), (-8.698493957519531, -4.349246978759766, [-7.042938232421875, -1.6555557250976562]), (-9.491302490234375, -4.7456512451171875, [-6.9447021484375, -2.546600341796875])]",354823168,gpt2-medium
A puzzle is a,toy.,puzzle,toy,29,"[(-10.073860168457031, -5.036930084228516, [-7.520660400390625, -2.5531997680664062]), (-9.205482482910156, -4.602741241455078, [-7.0704498291015625, -2.1350326538085938]), (-10.585777282714844, -5.292888641357422, [-8.181541442871094, -2.40423583984375]), (-9.978469848632812, -4.989234924316406, [-7.343650817871094, -2.6348190307617188]), (-9.956001281738281, -4.978000640869141, [-7.4113006591796875, -2.5447006225585938])]",354823168,gpt2-medium
A fire engine is a,toy.,fire engine,toy,30,"[(-9.357269287109375, -4.6786346435546875, [-7.683738708496094, -1.6735305786132812]), (-9.955520629882812, -4.977760314941406, [-8.536521911621094, -1.4189987182617188]), (-10.367851257324219, -5.183925628662109, [-8.64166259765625, -1.7261886596679688]), (-10.176467895507812, -5.088233947753906, [-8.388298034667969, -1.7881698608398438]), (-9.643829345703125, -4.8219146728515625, [-7.722434997558594, -1.9213943481445312])]",354823168,gpt2-medium
A balloon is a,toy.,balloon,toy,31,"[(-8.783187866210938, -4.391593933105469, [-6.2633514404296875, -2.51983642578125]), (-8.20562744140625, -4.102813720703125, [-6.5488433837890625, -1.6567840576171875]), (-9.8804931640625, -4.94024658203125, [-6.8455047607421875, -3.0349884033203125]), (-9.112113952636719, -4.556056976318359, [-6.34326171875, -2.7688522338867188]), (-9.009101867675781, -4.504550933837891, [-6.808631896972656, -2.200469970703125])]",354823168,gpt2-medium
Skates are,toys.,skates,toy,32,"[(-11.015068054199219, -5.507534027099609, [-9.114692687988281, -1.9003753662109375]), (-12.105972290039062, -6.052986145019531, [-10.419113159179688, -1.686859130859375]), (-11.538414001464844, -5.769207000732422, [-9.252220153808594, -2.28619384765625]), (-11.5909423828125, -5.79547119140625, [-9.712028503417969, -1.8789138793945312]), (-10.847846984863281, -5.423923492431641, [-8.950057983398438, -1.8977890014648438])]",354823168,gpt2-medium
A baseball is a,toy.,baseball,toy,33,"[(-8.483619689941406, -4.241809844970703, [-7.088493347167969, -1.3951263427734375]), (-8.575202941894531, -4.287601470947266, [-6.902519226074219, -1.6726837158203125]), (-8.208404541015625, -4.1042022705078125, [-6.9279022216796875, -1.2805023193359375]), (-9.316253662109375, -4.6581268310546875, [-7.6817169189453125, -1.6345367431640625]), (-8.001609802246094, -4.000804901123047, [-6.442207336425781, -1.5594024658203125])]",354823168,gpt2-medium
A drum is a,toy.,drum,toy,34,"[(-10.049118041992188, -5.024559020996094, [-7.508216857910156, -2.5409011840820312]), (-8.688385009765625, -4.3441925048828125, [-6.657196044921875, -2.03118896484375]), (-10.922897338867188, -5.461448669433594, [-8.900894165039062, -2.022003173828125]), (-10.128524780273438, -5.064262390136719, [-7.34356689453125, -2.7849578857421875]), (-10.610908508300781, -5.305454254150391, [-7.604949951171875, -3.0059585571289062])]",354823168,gpt2-medium
A football is a,toy.,football,toy,35,"[(-8.092201232910156, -4.046100616455078, [-6.755096435546875, -1.3371047973632812]), (-9.365489959716797, -4.682744979858398, [-7.9232635498046875, -1.4422264099121094]), (-8.868576049804688, -4.434288024902344, [-7.377937316894531, -1.4906387329101562]), (-8.802276611328125, -4.4011383056640625, [-7.2868499755859375, -1.5154266357421875]), (-8.884033203125, -4.4420166015625, [-7.437675476074219, -1.4463577270507812])]",354823168,gpt2-medium
A game is a,toy.,game,toy,36,"[(-9.357902526855469, -4.678951263427734, [-7.877906799316406, -1.4799957275390625]), (-10.128204345703125, -5.0641021728515625, [-8.7464599609375, -1.381744384765625]), (-9.300514221191406, -4.650257110595703, [-7.704292297363281, -1.596221923828125]), (-8.664146423339844, -4.332073211669922, [-7.143402099609375, -1.5207443237304688]), (-8.220756530761719, -4.110378265380859, [-6.7520751953125, -1.4686813354492188])]",354823168,gpt2-medium
A swing is a,toy.,swing,toy,37,"[(-12.1942138671875, -6.09710693359375, [-10.133766174316406, -2.0604476928710938]), (-11.46051025390625, -5.730255126953125, [-9.924598693847656, -1.5359115600585938]), (-10.828407287597656, -5.414203643798828, [-9.113197326660156, -1.7152099609375]), (-10.551948547363281, -5.275974273681641, [-8.91796875, -1.6339797973632812]), (-10.780387878417969, -5.390193939208984, [-8.924980163574219, -1.85540771484375])]",354823168,gpt2-medium
A boat is a,toy.,boat,toy,38,"[(-8.942184448242188, -4.471092224121094, [-7.1945037841796875, -1.7476806640625]), (-8.74456787109375, -4.372283935546875, [-6.9027099609375, -1.84185791015625]), (-9.24847412109375, -4.624237060546875, [-6.882148742675781, -2.3663253784179688]), (-8.454460144042969, -4.227230072021484, [-6.7397003173828125, -1.7147598266601562]), (-8.401344299316406, -4.200672149658203, [-6.629920959472656, -1.77142333984375])]",354823168,gpt2-medium
A monopoly is a,toy.,monopoly,toy,39,"[(-12.357994079589844, -6.178997039794922, [-10.785064697265625, -1.5729293823242188]), (-10.880317687988281, -5.440158843994141, [-9.045692443847656, -1.834625244140625]), (-11.9599609375, -5.97998046875, [-10.074851989746094, -1.8851089477539062]), (-11.490158081054688, -5.745079040527344, [-9.593063354492188, -1.8970947265625]), (-11.328994750976562, -5.664497375488281, [-9.915359497070312, -1.41363525390625])]",354823168,gpt2-medium
A sled is a,toy.,sled,toy,40,"[(-10.44989013671875, -5.224945068359375, [-6.524238586425781, -3.9256515502929688]), (-9.235061645507812, -4.617530822753906, [-5.6192474365234375, -3.615814208984375]), (-10.579322814941406, -5.289661407470703, [-5.5991973876953125, -4.980125427246094]), (-7.950416564941406, -3.975208282470703, [-5.184700012207031, -2.765716552734375]), (-11.305702209472656, -5.652851104736328, [-6.718513488769531, -4.587188720703125])]",354823168,gpt2-medium
A seesaw is a,toy.,seesaw,toy,41,"[(-10.236732482910156, -5.118366241455078, [-7.3669891357421875, -2.8697433471679688]), (-11.232215881347656, -5.616107940673828, [-8.280509948730469, -2.9517059326171875]), (-11.570274353027344, -5.785137176513672, [-8.688766479492188, -2.8815078735351562]), (-11.744598388671875, -5.8722991943359375, [-8.280082702636719, -3.4645156860351562]), (-11.327278137207031, -5.663639068603516, [-7.536918640136719, -3.7903594970703125])]",354823168,gpt2-medium
Stilts are,toys.,stilts,toy,42,"[(-13.504554748535156, -6.752277374267578, [-9.939155578613281, -3.565399169921875]), (-13.498943328857422, -6.749471664428711, [-10.961864471435547, -2.537078857421875]), (-14.142631530761719, -7.071315765380859, [-12.002922058105469, -2.13970947265625]), (-11.998023986816406, -5.999011993408203, [-9.174392700195312, -2.8236312866210938]), (-13.410224914550781, -6.705112457275391, [-10.955726623535156, -2.454498291015625])]",354823168,gpt2-medium
Checkers are,toys.,checkers,toy,43,"[(-13.143112182617188, -6.571556091308594, [-10.876739501953125, -2.2663726806640625]), (-14.297073364257812, -7.148536682128906, [-11.482475280761719, -2.8145980834960938]), (-12.656562805175781, -6.328281402587891, [-9.996337890625, -2.6602249145507812]), (-14.122322082519531, -7.061161041259766, [-11.493148803710938, -2.6291732788085938]), (-13.755752563476562, -6.877876281738281, [-11.295928955078125, -2.4598236083984375])]",354823168,gpt2-medium
A bat is a,toy.,bat,toy,44,"[(-8.985603332519531, -4.492801666259766, [-7.587493896484375, -1.3981094360351562]), (-8.076118469238281, -4.038059234619141, [-6.302864074707031, -1.77325439453125]), (-9.004737854003906, -4.502368927001953, [-7.5626220703125, -1.4421157836914062]), (-8.107269287109375, -4.0536346435546875, [-6.54425048828125, -1.563018798828125]), (-9.062934875488281, -4.531467437744141, [-7.542816162109375, -1.5201187133789062])]",354823168,gpt2-medium
A car is a,toy.,car,toy,45,"[(-8.0150146484375, -4.00750732421875, [-6.409599304199219, -1.6054153442382812]), (-7.871879577636719, -3.9359397888183594, [-6.73516845703125, -1.1367111206054688]), (-7.761680603027344, -3.880840301513672, [-6.348564147949219, -1.413116455078125]), (-7.444793701171875, -3.7223968505859375, [-5.9459686279296875, -1.4988250732421875]), (-7.3909759521484375, -3.6954879760742188, [-5.799049377441406, -1.5919265747070312])]",354823168,gpt2-medium
An airplane is a,toy.,airplane,toy,46,"[(-8.486652374267578, -4.243326187133789, [-6.932167053222656, -1.5544853210449219]), (-8.288009643554688, -4.144004821777344, [-6.639045715332031, -1.6489639282226562]), (-8.654953002929688, -4.327476501464844, [-7.511474609375, -1.1434783935546875]), (-7.867988586425781, -3.9339942932128906, [-6.365333557128906, -1.502655029296875]), (-7.7060394287109375, -3.8530197143554688, [-6.331840515136719, -1.3741989135742188])]",354823168,gpt2-medium
A bicycle is a,toy.,bicycle,toy,47,"[(-7.432472229003906, -3.716236114501953, [-5.438087463378906, -1.994384765625]), (-7.9221038818359375, -3.9610519409179688, [-6.12249755859375, -1.7996063232421875]), (-7.528648376464844, -3.764324188232422, [-5.924385070800781, -1.6042633056640625]), (-7.9189605712890625, -3.9594802856445312, [-6.3477630615234375, -1.571197509765625]), (-7.273162841796875, -3.6365814208984375, [-5.794303894042969, -1.4788589477539062])]",354823168,gpt2-medium
A tractor is a,toy.,tractor,toy,48,"[(-8.824462890625, -4.4122314453125, [-6.853935241699219, -1.9705276489257812]), (-8.474784851074219, -4.237392425537109, [-6.466850280761719, -2.0079345703125]), (-9.42071533203125, -4.710357666015625, [-7.322441101074219, -2.0982742309570312]), (-9.586051940917969, -4.793025970458984, [-8.261955261230469, -1.3240966796875]), (-9.335227966308594, -4.667613983154297, [-7.203407287597656, -2.1318206787109375])]",354823168,gpt2-medium
A sandbox is a,toy.,sandbox,toy,49,"[(-10.114242553710938, -5.057121276855469, [-7.757896423339844, -2.3563461303710938]), (-9.565963745117188, -4.782981872558594, [-7.333770751953125, -2.2321929931640625]), (-10.477432250976562, -5.238716125488281, [-8.789947509765625, -1.6874847412109375]), (-9.746284484863281, -4.873142242431641, [-7.751243591308594, -1.9950408935546875]), (-11.730880737304688, -5.865440368652344, [-9.43792724609375, -2.2929534912109375])]",354823168,gpt2-medium
A bike is a,toy.,bike,toy,50,"[(-7.405628204345703, -3.7028141021728516, [-5.8160858154296875, -1.5895423889160156]), (-6.4641876220703125, -3.2320938110351562, [-5.123664855957031, -1.3405227661132812]), (-6.31561279296875, -3.157806396484375, [-4.951744079589844, -1.3638687133789062]), (-7.354011535644531, -3.6770057678222656, [-6.0629119873046875, -1.2910995483398438]), (-7.168632507324219, -3.5843162536621094, [-5.687675476074219, -1.48095703125])]",354823168,gpt2-medium
A bow and arrow is a,toy.,bow and arrow,toy,51,"[(-9.055595397949219, -4.527797698974609, [-6.9680633544921875, -2.0875320434570312]), (-8.945976257324219, -4.472988128662109, [-6.985694885253906, -1.9602813720703125]), (-9.858741760253906, -4.929370880126953, [-7.519020080566406, -2.3397216796875]), (-8.178092956542969, -4.089046478271484, [-6.138862609863281, -2.0392303466796875]), (-9.077537536621094, -4.538768768310547, [-6.6925506591796875, -2.3849868774414062])]",354823168,gpt2-medium
A rope is a,toy.,rope,toy,52,"[(-10.514656066894531, -5.257328033447266, [-7.9461669921875, -2.5684890747070312]), (-10.407829284667969, -5.203914642333984, [-7.201751708984375, -3.2060775756835938]), (-9.874664306640625, -4.9373321533203125, [-7.575813293457031, -2.2988510131835938]), (-10.403755187988281, -5.201877593994141, [-7.751152038574219, -2.6526031494140625]), (-9.532356262207031, -4.766178131103516, [-7.1786346435546875, -2.3537216186523438])]",354823168,gpt2-medium
Dishes are,toys.,dishes,toy,53,"[(-13.295799255371094, -6.647899627685547, [-11.225387573242188, -2.0704116821289062]), (-12.487106323242188, -6.243553161621094, [-10.44000244140625, -2.0471038818359375]), (-14.648002624511719, -7.324001312255859, [-12.651016235351562, -1.9969863891601562]), (-13.84375, -6.921875, [-12.045555114746094, -1.7981948852539062]), (-13.360939025878906, -6.680469512939453, [-10.619285583496094, -2.7416534423828125])]",354823168,gpt2-medium
Cards are,toys.,cards,toy,54,"[(-13.445480346679688, -6.722740173339844, [-11.70758056640625, -1.7378997802734375]), (-12.761436462402344, -6.380718231201172, [-11.171577453613281, -1.5898590087890625]), (-11.841957092285156, -5.920978546142578, [-10.111602783203125, -1.7303543090820312]), (-13.300712585449219, -6.650356292724609, [-11.696586608886719, -1.6041259765625]), (-12.154937744140625, -6.0774688720703125, [-10.526374816894531, -1.6285629272460938])]",354823168,gpt2-medium
A mitt is a,toy.,mitt,toy,55,"[(-9.354576110839844, -4.677288055419922, [-6.4971466064453125, -2.8574295043945312]), (-11.060249328613281, -5.530124664306641, [-6.417388916015625, -4.642860412597656]), (-10.014053344726562, -5.007026672363281, [-6.9643707275390625, -3.0496826171875]), (-11.198188781738281, -5.599094390869141, [-7.6305084228515625, -3.5676803588867188]), (-10.339057922363281, -5.169528961181641, [-6.732872009277344, -3.6061859130859375])]",354823168,gpt2-medium
A horse is a,toy.,horse,toy,56,"[(-7.576435089111328, -3.788217544555664, [-6.1371002197265625, -1.4393348693847656]), (-8.430244445800781, -4.215122222900391, [-6.97003173828125, -1.4602127075195312]), (-8.018058776855469, -4.009029388427734, [-6.393180847167969, -1.6248779296875]), (-8.090507507324219, -4.045253753662109, [-6.6793670654296875, -1.4111404418945312]), (-8.3759765625, -4.18798828125, [-6.65728759765625, -1.71868896484375])]",354823168,gpt2-medium
A gun is a,toy.,gun,toy,57,"[(-5.987724304199219, -2.9938621520996094, [-4.635932922363281, -1.3517913818359375]), (-6.1283111572265625, -3.0641555786132812, [-4.5056304931640625, -1.6226806640625]), (-5.752876281738281, -2.8764381408691406, [-4.556037902832031, -1.19683837890625]), (-6.489776611328125, -3.2448883056640625, [-4.983062744140625, -1.5067138671875]), (-5.954811096191406, -2.977405548095703, [-4.6664886474609375, -1.2883224487304688])]",354823168,gpt2-medium
Animals are,toys.,animals,toy,58,"[(-11.674163818359375, -5.8370819091796875, [-9.71258544921875, -1.961578369140625]), (-11.925247192382812, -5.962623596191406, [-10.04718017578125, -1.8780670166015625]), (-12.974174499511719, -6.487087249755859, [-10.86505126953125, -2.1091232299804688]), (-11.557266235351562, -5.778633117675781, [-9.893409729003906, -1.6638565063476562]), (-12.260330200195312, -6.130165100097656, [-10.485908508300781, -1.7744216918945312])]",354823168,gpt2-medium
A tennis racket is a,toy.,tennis racket,toy,59,"[(-7.460113525390625, -3.7300567626953125, [-4.911918640136719, -2.5481948852539062]), (-8.5838623046875, -4.29193115234375, [-5.422088623046875, -3.161773681640625]), (-7.0558929443359375, -3.5279464721679688, [-5.44024658203125, -1.6156463623046875]), (-7.76690673828125, -3.883453369140625, [-5.533958435058594, -2.2329483032226562]), (-6.733161926269531, -3.3665809631347656, [-4.829704284667969, -1.9034576416015625])]",354823168,gpt2-medium
