preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A teddy bear is a,toy.,teddy bear,toy,11,"[(-2.4312362670898438, -1.2156181335449219, [-1.612462043762207, -0.8187742233276367]), (-3.8508071899414062, -1.9254035949707031, [-3.176335334777832, -0.6744718551635742]), (-2.740462303161621, -1.3702311515808105, [-1.632965087890625, -1.107497215270996]), (-3.702045440673828, -1.851022720336914, [-2.776691436767578, -0.92535400390625]), (-3.316558837890625, -1.6582794189453125, [-2.517303466796875, -0.79925537109375])]",66985530,distilbert-base-uncased
A rocking horse is a,toy.,rocking horse,toy,12,"[(-5.4452104568481445, -2.7226052284240723, [-4.908129692077637, -0.5370807647705078]), (-7.12784481048584, -3.56392240524292, [-6.139756202697754, -0.9880886077880859]), (-3.920760154724121, -1.9603800773620605, [-3.5513877868652344, -0.3693723678588867]), (-6.184872627258301, -3.0924363136291504, [-5.241292953491211, -0.9435796737670898]), (-6.866554260253906, -3.433277130126953, [-5.6687774658203125, -1.1977767944335938])]",66985530,distilbert-base-uncased
A doll house is a,toy.,doll house,toy,13,"[(-5.283136367797852, -2.641568183898926, [-3.2063865661621094, -2.076749801635742]), (-7.791275501251221, -3.8956377506256104, [-6.797542095184326, -0.9937334060668945]), (-3.8910932540893555, -1.9455466270446777, [-2.6049766540527344, -1.286116600036621]), (-4.4929962158203125, -2.2464981079101562, [-3.1443700790405273, -1.3486261367797852]), (-5.068828582763672, -2.534414291381836, [-4.587102890014648, -0.48172569274902344])]",66985530,distilbert-base-uncased
A ball is a,toy.,ball,toy,14,"[(-7.457561016082764, -3.728780508041382, [-6.281543254852295, -1.1760177612304688]), (-5.972845077514648, -2.986422538757324, [-5.1034088134765625, -0.8694362640380859]), (-7.568437576293945, -3.7842187881469727, [-6.535282135009766, -1.0331554412841797]), (-5.967010974884033, -2.9835054874420166, [-4.873230457305908, -1.093780517578125]), (-7.790324687957764, -3.895162343978882, [-7.191005229949951, -0.5993194580078125])]",66985530,distilbert-base-uncased
Jacks are,toys.,jacks,toy,15,"[(-7.085119247436523, -3.5425596237182617, [-6.635546684265137, -0.4495725631713867]), (-8.138916492462158, -4.069458246231079, [-7.167370319366455, -0.9715461730957031]), (-6.99901008605957, -3.499505043029785, [-6.635454177856445, -0.363555908203125]), (-7.546897888183594, -3.773448944091797, [-7.063488960266113, -0.48340892791748047]), (-6.0325188636779785, -3.0162594318389893, [-5.605819225311279, -0.4266996383666992])]",66985530,distilbert-base-uncased
Paper dolls are,toys.,paper dolls,toy,16,"[(-7.811497688293457, -3.9057488441467285, [-6.1750288009643555, -1.6364688873291016]), (-6.770604610443115, -3.3853023052215576, [-6.640465259552002, -0.13013935089111328]), (-6.03773307800293, -3.018866539001465, [-5.865017890930176, -0.1727151870727539]), (-4.834878444671631, -2.4174392223358154, [-4.419065952301025, -0.41581249237060547]), (-4.997166633605957, -2.4985833168029785, [-4.4928693771362305, -0.5042972564697266])]",66985530,distilbert-base-uncased
An erector set is a,toy.,erector set,toy,17,"[(-6.634186267852783, -3.3170931339263916, [-5.581395626068115, -1.052790641784668]), (-7.736422538757324, -3.868211269378662, [-6.662326812744141, -1.0740957260131836]), (-7.363605976104736, -3.681802988052368, [-7.039309978485107, -0.3242959976196289]), (-5.806743621826172, -2.903371810913086, [-4.8856964111328125, -0.9210472106933594]), (-8.743027687072754, -4.371513843536377, [-7.357763290405273, -1.3852643966674805])]",66985530,distilbert-base-uncased
A hula hoop is a,toy.,hula hoop,toy,18,"[(-6.090330123901367, -3.0451650619506836, [-5.424324035644531, -0.6660060882568359]), (-5.409501075744629, -2.7047505378723145, [-4.774640083312988, -0.6348609924316406]), (-5.601316452026367, -2.8006582260131836, [-5.005680084228516, -0.5956363677978516]), (-5.6791791915893555, -2.8395895957946777, [-5.125632286071777, -0.5535469055175781]), (-6.497445583343506, -3.248722791671753, [-5.851963520050049, -0.645482063293457])]",66985530,distilbert-base-uncased
A jump rope is a,toy.,jump rope,toy,19,"[(-8.73344373703003, -4.366721868515015, [-7.929881572723389, -0.8035621643066406]), (-8.023195266723633, -4.011597633361816, [-7.451403617858887, -0.5717916488647461]), (-7.468918323516846, -3.734459161758423, [-7.112797260284424, -0.3561210632324219]), (-9.362444877624512, -4.681222438812256, [-8.080392837524414, -1.2820520401000977]), (-7.770112991333008, -3.885056495666504, [-6.96183967590332, -0.8082733154296875])]",66985530,distilbert-base-uncased
A pogo stick is a,toy.,pogo stick,toy,20,"[(-3.9248228073120117, -1.9624114036560059, [-2.93178653717041, -0.9930362701416016]), (-3.585834503173828, -1.792917251586914, [-2.7728586196899414, -0.8129758834838867]), (-3.7776870727539062, -1.8888435363769531, [-3.156651496887207, -0.6210355758666992]), (-3.1507768630981445, -1.5753884315490723, [-2.4130144119262695, -0.737762451171875]), (-3.4714126586914062, -1.7357063293457031, [-2.7868757247924805, -0.6845369338989258])]",66985530,distilbert-base-uncased
A clay is a,toy.,clay,toy,21,"[(-7.652172565460205, -3.8260862827301025, [-7.253720760345459, -0.3984518051147461]), (-8.209897994995117, -4.104948997497559, [-7.207024574279785, -1.002873420715332]), (-9.0320463180542, -4.5160231590271, [-7.8711700439453125, -1.1608762741088867]), (-8.031195163726807, -4.015597581863403, [-6.9604973793029785, -1.0706977844238281]), (-8.327485084533691, -4.163742542266846, [-7.621851921081543, -0.7056331634521484])]",66985530,distilbert-base-uncased
A wagon is a,toy.,wagon,toy,22,"[(-7.769840240478516, -3.884920120239258, [-6.427371978759766, -1.34246826171875]), (-7.821129322052002, -3.910564661026001, [-7.100338459014893, -0.7207908630371094]), (-5.742071151733398, -2.871035575866699, [-4.987863540649414, -0.7542076110839844]), (-6.642914295196533, -3.3214571475982666, [-6.069913387298584, -0.5730009078979492]), (-7.663967132568359, -3.8319835662841797, [-7.075226783752441, -0.588740348815918])]",66985530,distilbert-base-uncased
A kite is a,toy.,kite,toy,23,"[(-7.25063943862915, -3.625319719314575, [-6.259424686431885, -0.9912147521972656]), (-6.227110862731934, -3.113555431365967, [-5.510811805725098, -0.7162990570068359]), (-6.410961627960205, -3.2054808139801025, [-5.803045749664307, -0.6079158782958984]), (-7.298567295074463, -3.6492836475372314, [-6.17797327041626, -1.1205940246582031]), (-6.2000322341918945, -3.1000161170959473, [-5.77015495300293, -0.42987728118896484])]",66985530,distilbert-base-uncased
A train is a,toy.,train,toy,24,"[(-9.298840522766113, -4.649420261383057, [-6.933487892150879, -2.3653526306152344]), (-8.559801578521729, -4.279900789260864, [-6.919966220855713, -1.6398353576660156]), (-7.793601989746094, -3.896800994873047, [-6.884969711303711, -0.9086322784423828]), (-7.485085964202881, -3.7425429821014404, [-6.713119983673096, -0.7719659805297852]), (-7.531289577484131, -3.7656447887420654, [-6.471913814544678, -1.0593757629394531])]",66985530,distilbert-base-uncased
A tricycle is a,toy.,tricycle,toy,25,"[(-8.082598209381104, -4.041299104690552, [-7.086531162261963, -0.9960670471191406]), (-9.231945991516113, -4.615972995758057, [-8.889613151550293, -0.3423328399658203]), (-7.807223796844482, -3.903611898422241, [-6.884667873382568, -0.9225559234619141]), (-6.940269470214844, -3.470134735107422, [-6.21122932434082, -0.7290401458740234]), (-8.568857192993164, -4.284428596496582, [-8.279023170471191, -0.28983402252197266])]",66985530,distilbert-base-uncased
A coloring book is a,toy.,coloring book,toy,26,"[(-5.610932350158691, -2.8054661750793457, [-4.614988327026367, -0.9959440231323242]), (-6.162331581115723, -3.0811657905578613, [-5.768302917480469, -0.3940286636352539]), (-4.935991287231445, -2.4679956436157227, [-4.387887954711914, -0.5481033325195312]), (-5.865859508514404, -2.932929754257202, [-5.502474308013916, -0.3633852005004883]), (-5.692678451538086, -2.846339225769043, [-5.082573890686035, -0.6101045608520508])]",66985530,distilbert-base-uncased
Crayons are,toys.,crayons,toy,27,"[(-7.296701908111572, -3.648350954055786, [-6.701243877410889, -0.5954580307006836]), (-8.110454559326172, -4.055227279663086, [-7.635765075683594, -0.4746894836425781]), (-8.07054615020752, -4.03527307510376, [-7.883628845214844, -0.18691730499267578]), (-7.698178291320801, -3.8490891456604004, [-7.4465789794921875, -0.2515993118286133]), (-8.214012622833252, -4.107006311416626, [-7.360853672027588, -0.8531589508056641])]",66985530,distilbert-base-uncased
A truck is a,toy.,truck,toy,28,"[(-7.242888927459717, -3.6214444637298584, [-6.963432788848877, -0.27945613861083984]), (-6.866888046264648, -3.433444023132324, [-6.332426071166992, -0.5344619750976562]), (-7.43572998046875, -3.717864990234375, [-6.366019248962402, -1.0697107315063477]), (-6.8808722496032715, -3.4404361248016357, [-5.217309474945068, -1.6635627746582031]), (-6.299896717071533, -3.1499483585357666, [-5.4406657218933105, -0.8592309951782227])]",66985530,distilbert-base-uncased
A puzzle is a,toy.,puzzle,toy,29,"[(-6.955554485321045, -3.4777772426605225, [-6.431849956512451, -0.5237045288085938]), (-6.920373916625977, -3.4601869583129883, [-6.124329566955566, -0.7960443496704102]), (-7.717970371246338, -3.858985185623169, [-6.636586666107178, -1.0813837051391602]), (-8.877229690551758, -4.438614845275879, [-6.755455017089844, -2.121774673461914]), (-7.170929908752441, -3.5854649543762207, [-6.405434608459473, -0.7654953002929688])]",66985530,distilbert-base-uncased
A fire engine is a,toy.,fire engine,toy,30,"[(-9.742648124694824, -4.871324062347412, [-9.020018577575684, -0.7226295471191406]), (-7.668598175048828, -3.834299087524414, [-7.066645622253418, -0.6019525527954102]), (-7.776801109313965, -3.8884005546569824, [-7.43461799621582, -0.34218311309814453]), (-8.189784049987793, -4.0948920249938965, [-7.536979675292969, -0.6528043746948242]), (-6.523523807525635, -3.2617619037628174, [-6.0174994468688965, -0.5060243606567383])]",66985530,distilbert-base-uncased
A balloon is a,toy.,balloon,toy,31,"[(-5.482490539550781, -2.7412452697753906, [-4.383204460144043, -1.0992860794067383]), (-6.226314544677734, -3.113157272338867, [-5.646157264709473, -0.5801572799682617]), (-4.031957626342773, -2.0159788131713867, [-3.4397354125976562, -0.5922222137451172]), (-5.6482415199279785, -2.8241207599639893, [-5.218787670135498, -0.42945384979248047]), (-6.841583728790283, -3.4207918643951416, [-5.279815196990967, -1.5617685317993164])]",66985530,distilbert-base-uncased
Skates are,toys.,skates,toy,32,"[(-11.44187068939209, -5.720935344696045, [-11.168350219726562, -0.27352046966552734]), (-11.174269676208496, -5.587134838104248, [-10.165642738342285, -1.008626937866211]), (-9.992816925048828, -4.996408462524414, [-9.598132133483887, -0.3946847915649414]), (-9.697275161743164, -4.848637580871582, [-9.328864097595215, -0.3684110641479492]), (-9.671177864074707, -4.8355889320373535, [-9.39833927154541, -0.2728385925292969])]",66985530,distilbert-base-uncased
A baseball is a,toy.,baseball,toy,33,"[(-6.517031669616699, -3.2585158348083496, [-5.604033470153809, -0.9129981994628906]), (-6.452059268951416, -3.226029634475708, [-5.7764573097229, -0.6756019592285156]), (-6.7327704429626465, -3.3663852214813232, [-5.56072473526001, -1.1720457077026367]), (-7.476044178009033, -3.7380220890045166, [-6.875236988067627, -0.6008071899414062]), (-5.151835918426514, -2.575917959213257, [-4.378663539886475, -0.7731723785400391])]",66985530,distilbert-base-uncased
A drum is a,toy.,drum,toy,34,"[(-8.777766704559326, -4.388883352279663, [-6.071621417999268, -2.7061452865600586]), (-4.967960357666016, -2.483980178833008, [-4.458388328552246, -0.5095720291137695]), (-10.089205741882324, -5.044602870941162, [-6.048139572143555, -4.0410661697387695]), (-7.238865375518799, -3.6194326877593994, [-6.805660724639893, -0.43320465087890625]), (-6.53133487701416, -3.26566743850708, [-6.027766227722168, -0.5035686492919922])]",66985530,distilbert-base-uncased
A football is a,toy.,football,toy,35,"[(-8.84807014465332, -4.42403507232666, [-7.454671859741211, -1.3933982849121094]), (-7.814123153686523, -3.9070615768432617, [-6.7740278244018555, -1.040095329284668]), (-5.794800281524658, -2.897400140762329, [-5.403773784637451, -0.39102649688720703]), (-6.60513973236084, -3.30256986618042, [-6.116569519042969, -0.4885702133178711]), (-8.693971157073975, -4.346985578536987, [-7.5530877113342285, -1.140883445739746])]",66985530,distilbert-base-uncased
A game is a,toy.,game,toy,36,"[(-7.813206195831299, -3.9066030979156494, [-7.278489589691162, -0.5347166061401367]), (-8.128337860107422, -4.064168930053711, [-7.314092636108398, -0.8142452239990234]), (-7.2274909019470215, -3.6137454509735107, [-6.2526373863220215, -0.974853515625]), (-7.302198886871338, -3.651099443435669, [-6.912367343902588, -0.38983154296875]), (-6.984252452850342, -3.492126226425171, [-6.347729206085205, -0.6365232467651367])]",66985530,distilbert-base-uncased
A swing is a,toy.,swing,toy,37,"[(-6.770361423492432, -3.385180711746216, [-6.4087395668029785, -0.3616218566894531]), (-6.745041370391846, -3.372520685195923, [-6.271396160125732, -0.4736452102661133]), (-6.993623733520508, -3.496811866760254, [-6.214707374572754, -0.7789163589477539]), (-8.129805564880371, -4.0649027824401855, [-7.438887596130371, -0.69091796875]), (-7.223513603210449, -3.6117568016052246, [-6.428530693054199, -0.79498291015625])]",66985530,distilbert-base-uncased
A boat is a,toy.,boat,toy,38,"[(-6.380552768707275, -3.1902763843536377, [-5.442821979522705, -0.9377307891845703]), (-9.043798446655273, -4.521899223327637, [-7.344449043273926, -1.6993494033813477]), (-7.628625869750977, -3.8143129348754883, [-5.932842254638672, -1.6957836151123047]), (-6.820156574249268, -3.410078287124634, [-5.914869785308838, -0.9052867889404297]), (-8.046987533569336, -4.023493766784668, [-7.433889389038086, -0.61309814453125])]",66985530,distilbert-base-uncased
A monopoly is a,toy.,monopoly,toy,39,"[(-11.913290023803711, -5.9566450119018555, [-11.14570426940918, -0.7675857543945312]), (-11.605621337890625, -5.8028106689453125, [-10.455262184143066, -1.1503591537475586]), (-8.050890445709229, -4.025445222854614, [-7.634766101837158, -0.4161243438720703]), (-10.23168659210205, -5.115843296051025, [-9.564567565917969, -0.667119026184082]), (-11.536999702453613, -5.768499851226807, [-10.754911422729492, -0.7820882797241211])]",66985530,distilbert-base-uncased
A sled is a,toy.,sled,toy,40,"[(-8.641589641571045, -4.3207948207855225, [-7.767918109893799, -0.8736715316772461]), (-7.843233585357666, -3.921616792678833, [-7.368223667144775, -0.4750099182128906]), (-8.033141136169434, -4.016570568084717, [-7.1580610275268555, -0.8750801086425781]), (-7.473105430603027, -3.7365527153015137, [-6.709989547729492, -0.7631158828735352]), (-7.53143310546875, -3.765716552734375, [-6.569633483886719, -0.9617996215820312])]",66985530,distilbert-base-uncased
A seesaw is a,toy.,seesaw,toy,41,"[(-6.353915691375732, -3.176957845687866, [-5.7025837898254395, -0.651331901550293]), (-6.892229080200195, -3.4461145401000977, [-6.249142646789551, -0.6430864334106445]), (-8.088407516479492, -4.044203758239746, [-7.231351852416992, -0.8570556640625]), (-7.373908519744873, -3.6869542598724365, [-6.591297626495361, -0.7826108932495117]), (-7.483789920806885, -3.7418949604034424, [-6.4853386878967285, -0.9984512329101562])]",66985530,distilbert-base-uncased
Stilts are,toys.,stilts,toy,42,"[(-10.352259635925293, -5.1761298179626465, [-9.65128231048584, -0.7009773254394531]), (-11.347583770751953, -5.673791885375977, [-9.800162315368652, -1.5474214553833008]), (-9.921194076538086, -4.960597038269043, [-9.568363189697266, -0.3528308868408203]), (-10.04884147644043, -5.024420738220215, [-9.52839469909668, -0.52044677734375]), (-11.157774925231934, -5.578887462615967, [-10.324166297912598, -0.8336086273193359])]",66985530,distilbert-base-uncased
Checkers are,toys.,checkers,toy,43,"[(-10.218192100524902, -5.109096050262451, [-9.149809837341309, -1.0683822631835938]), (-9.638592720031738, -4.819296360015869, [-9.178439140319824, -0.46015357971191406]), (-9.347135543823242, -4.673567771911621, [-8.712604522705078, -0.6345310211181641]), (-8.712228298187256, -4.356114149093628, [-7.662866115570068, -1.0493621826171875]), (-8.039280891418457, -4.0196404457092285, [-7.4830474853515625, -0.5562334060668945])]",66985530,distilbert-base-uncased
A bat is a,toy.,bat,toy,44,"[(-7.589994430541992, -3.794997215270996, [-6.74150276184082, -0.8484916687011719]), (-8.029768943786621, -4.0148844718933105, [-7.311470985412598, -0.7182979583740234]), (-7.726942539215088, -3.863471269607544, [-6.838963985443115, -0.8879785537719727]), (-8.168506622314453, -4.084253311157227, [-7.3130083084106445, -0.8554983139038086]), (-6.988651752471924, -3.494325876235962, [-6.043839931488037, -0.9448118209838867])]",66985530,distilbert-base-uncased
A car is a,toy.,car,toy,45,"[(-6.832308292388916, -3.416154146194458, [-5.811697483062744, -1.0206108093261719]), (-5.862411975860596, -2.931205987930298, [-4.964807033538818, -0.8976049423217773]), (-5.33913516998291, -2.669567584991455, [-4.622189521789551, -0.7169456481933594]), (-4.913554668426514, -2.456777334213257, [-4.201018810272217, -0.7125358581542969]), (-5.8600754737854, -2.9300377368927, [-4.432559490203857, -1.427515983581543])]",66985530,distilbert-base-uncased
An airplane is a,toy.,airplane,toy,46,"[(-6.794965744018555, -3.3974828720092773, [-5.812582969665527, -0.9823827743530273]), (-7.135735511779785, -3.5678677558898926, [-6.054736137390137, -1.0809993743896484]), (-6.9149041175842285, -3.4574520587921143, [-6.151149272918701, -0.7637548446655273]), (-8.041101455688477, -4.020550727844238, [-6.903484344482422, -1.1376171112060547]), (-7.991110801696777, -3.9955554008483887, [-7.003538131713867, -0.9875726699829102])]",66985530,distilbert-base-uncased
A bicycle is a,toy.,bicycle,toy,47,"[(-4.929758071899414, -2.464879035949707, [-4.2387590408325195, -0.6909990310668945]), (-7.5641961097717285, -3.7820980548858643, [-6.78545618057251, -0.7787399291992188]), (-5.531457901000977, -2.7657289505004883, [-4.766406059265137, -0.7650518417358398]), (-6.195059776306152, -3.097529888153076, [-5.331487655639648, -0.8635721206665039]), (-5.828579902648926, -2.914289951324463, [-5.556604385375977, -0.2719755172729492])]",66985530,distilbert-base-uncased
A tractor is a,toy.,tractor,toy,48,"[(-5.887118339538574, -2.943559169769287, [-5.455897331237793, -0.43122100830078125]), (-5.272548198699951, -2.6362740993499756, [-4.862915515899658, -0.40963268280029297]), (-6.97813081741333, -3.489065408706665, [-6.641851902008057, -0.33627891540527344]), (-6.021772384643555, -3.0108861923217773, [-5.0813188552856445, -0.9404535293579102]), (-6.669857025146484, -3.334928512573242, [-6.480897903442383, -0.18895912170410156])]",66985530,distilbert-base-uncased
A sandbox is a,toy.,sandbox,toy,49,"[(-6.979480266571045, -3.4897401332855225, [-5.64634370803833, -1.3331365585327148]), (-6.166241645812988, -3.083120822906494, [-5.376952171325684, -0.7892894744873047]), (-10.455793857574463, -5.2278969287872314, [-6.187695026397705, -4.268098831176758]), (-6.73724365234375, -3.368621826171875, [-5.941069602966309, -0.7961740493774414]), (-7.168063640594482, -3.584031820297241, [-6.278162479400635, -0.8899011611938477])]",66985530,distilbert-base-uncased
A bike is a,toy.,bike,toy,50,"[(-5.223932266235352, -2.611966133117676, [-4.618390083312988, -0.6055421829223633]), (-5.844632148742676, -2.922316074371338, [-5.330259323120117, -0.5143728256225586]), (-4.754300117492676, -2.377150058746338, [-4.131967544555664, -0.6223325729370117]), (-7.790926456451416, -3.895463228225708, [-6.347142696380615, -1.4437837600708008]), (-7.468587875366211, -3.7342939376831055, [-4.81281852722168, -2.6557693481445312])]",66985530,distilbert-base-uncased
A bow and arrow is a,toy.,bow and arrow,toy,51,"[(-6.404976844787598, -3.202488422393799, [-6.106515884399414, -0.2984609603881836]), (-7.175912380218506, -3.587956190109253, [-6.642469882965088, -0.533442497253418]), (-6.976474761962891, -3.4882373809814453, [-6.537774085998535, -0.43870067596435547]), (-8.052356243133545, -4.0261781215667725, [-7.464559078216553, -0.5877971649169922]), (-6.15675163269043, -3.078375816345215, [-6.000341415405273, -0.15641021728515625])]",66985530,distilbert-base-uncased
A rope is a,toy.,rope,toy,52,"[(-7.645837783813477, -3.8229188919067383, [-6.834789276123047, -0.8110485076904297]), (-7.142580032348633, -3.5712900161743164, [-6.4852294921875, -0.6573505401611328]), (-7.745121479034424, -3.872560739517212, [-6.874645709991455, -0.8704757690429688]), (-8.61716365814209, -4.308581829071045, [-7.741118431091309, -0.8760452270507812]), (-7.692896366119385, -3.8464481830596924, [-7.157210826873779, -0.5356855392456055])]",66985530,distilbert-base-uncased
Dishes are,toys.,dishes,toy,53,"[(-12.78072452545166, -6.39036226272583, [-12.25595474243164, -0.5247697830200195]), (-12.037349700927734, -6.018674850463867, [-11.499828338623047, -0.5375213623046875]), (-12.18764877319336, -6.09382438659668, [-11.230618476867676, -0.9570302963256836]), (-14.383533477783203, -7.191766738891602, [-13.596841812133789, -0.7866916656494141]), (-11.268608093261719, -5.634304046630859, [-10.644529342651367, -0.6240787506103516])]",66985530,distilbert-base-uncased
Cards are,toys.,cards,toy,54,"[(-11.429720878601074, -5.714860439300537, [-10.31762981414795, -1.112091064453125]), (-12.442977905273438, -6.221488952636719, [-11.682168960571289, -0.7608089447021484]), (-11.4447603225708, -5.7223801612854, [-9.601978302001953, -1.8427820205688477]), (-11.582313537597656, -5.791156768798828, [-10.430837631225586, -1.1514759063720703]), (-10.907116889953613, -5.453558444976807, [-10.179977416992188, -0.7271394729614258])]",66985530,distilbert-base-uncased
A mitt is a,toy.,mitt,toy,55,"[(-6.719724655151367, -3.3598623275756836, [-6.198006629943848, -0.5217180252075195]), (-8.71968698501587, -4.359843492507935, [-7.999969005584717, -0.7197179794311523]), (-9.281266212463379, -4.6406331062316895, [-8.346964836120605, -0.9343013763427734]), (-7.216649532318115, -3.6083247661590576, [-6.467667102813721, -0.7489824295043945]), (-8.533861637115479, -4.266930818557739, [-7.978785037994385, -0.5550765991210938])]",66985530,distilbert-base-uncased
A horse is a,toy.,horse,toy,56,"[(-6.620590686798096, -3.310295343399048, [-5.581066608428955, -1.0395240783691406]), (-8.033134460449219, -4.016567230224609, [-6.418491363525391, -1.6146430969238281]), (-7.12109375, -3.560546875, [-6.747230529785156, -0.37386322021484375]), (-6.915012836456299, -3.4575064182281494, [-5.713353633880615, -1.2016592025756836]), (-6.911262512207031, -3.4556312561035156, [-6.171989440917969, -0.7392730712890625])]",66985530,distilbert-base-uncased
A gun is a,toy.,gun,toy,57,"[(-7.829697608947754, -3.914848804473877, [-6.257701873779297, -1.571995735168457]), (-7.069404125213623, -3.5347020626068115, [-6.183845043182373, -0.88555908203125]), (-6.812557220458984, -3.406278610229492, [-6.164952278137207, -0.6476049423217773]), (-6.733492374420166, -3.366746187210083, [-6.556222438812256, -0.17726993560791016]), (-7.512585163116455, -3.7562925815582275, [-7.101480007171631, -0.4111051559448242])]",66985530,distilbert-base-uncased
