preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A coloring book is a,toy.,coloring book,toy,26,"(-5.732630729675293, -2.8663153648376465, [-5.134394645690918, -0.598236083984375])",66985530,distilbert-base-uncased
Crayons are,toys.,crayons,toy,27,"(-8.289648532867432, -4.144824266433716, [-7.922065258026123, -0.3675832748413086])",66985530,distilbert-base-uncased
A truck is a,toy.,truck,toy,28,"(-6.608578681945801, -3.3042893409729004, [-5.820085525512695, -0.7884931564331055])",66985530,distilbert-base-uncased
A puzzle is a,toy.,puzzle,toy,29,"(-7.8919854164123535, -3.9459927082061768, [-6.841209888458252, -1.0507755279541016])",66985530,distilbert-base-uncased
A fire engine is a,toy.,fire engine,toy,30,"(-8.366973876953125, -4.1834869384765625, [-7.7076616287231445, -0.6593122482299805])",66985530,distilbert-base-uncased
A balloon is a,toy.,balloon,toy,31,"(-5.328343391418457, -2.6641716957092285, [-4.512538909912109, -0.8158044815063477])",66985530,distilbert-base-uncased
Skates are,toys.,skates,toy,32,"(-9.989349365234375, -4.9946746826171875, [-9.701546669006348, -0.28780269622802734])",66985530,distilbert-base-uncased
A baseball is a,toy.,baseball,toy,33,"(-6.071597099304199, -3.0357985496520996, [-5.1994524002075195, -0.8721446990966797])",66985530,distilbert-base-uncased
A drum is a,toy.,drum,toy,34,"(-7.966754913330078, -3.983377456665039, [-6.565982818603516, -1.4007720947265625])",66985530,distilbert-base-uncased
A football is a,toy.,football,toy,35,"(-6.810657978057861, -3.4053289890289307, [-5.957057476043701, -0.8536005020141602])",66985530,distilbert-base-uncased
A game is a,toy.,game,toy,36,"(-7.517484188079834, -3.758742094039917, [-6.8275275230407715, -0.6899566650390625])",66985530,distilbert-base-uncased
A swing is a,toy.,swing,toy,37,"(-7.800130844116211, -3.9000654220581055, [-7.048651695251465, -0.7514791488647461])",66985530,distilbert-base-uncased
A boat is a,toy.,boat,toy,38,"(-7.911283016204834, -3.955641508102417, [-6.797031879425049, -1.1142511367797852])",66985530,distilbert-base-uncased
A monopoly is a,toy.,monopoly,toy,39,"(-12.123123168945312, -6.061561584472656, [-11.414917945861816, -0.7082052230834961])",66985530,distilbert-base-uncased
A sled is a,toy.,sled,toy,40,"(-7.497025966644287, -3.7485129833221436, [-6.64314603805542, -0.8538799285888672])",66985530,distilbert-base-uncased
A seesaw is a,toy.,seesaw,toy,41,"(-7.09363317489624, -3.54681658744812, [-6.3641676902771, -0.7294654846191406])",66985530,distilbert-base-uncased
Stilts are,toys.,stilts,toy,42,"(-10.405119895935059, -5.202559947967529, [-9.96304988861084, -0.44207000732421875])",66985530,distilbert-base-uncased
Checkers are,toys.,checkers,toy,43,"(-8.855558395385742, -4.427779197692871, [-8.454435348510742, -0.401123046875])",66985530,distilbert-base-uncased
A bat is a,toy.,bat,toy,44,"(-7.138742446899414, -3.569371223449707, [-6.337709426879883, -0.8010330200195312])",66985530,distilbert-base-uncased
A car is a,toy.,car,toy,45,"(-4.811222076416016, -2.405611038208008, [-3.9822187423706055, -0.8290033340454102])",66985530,distilbert-base-uncased
An airplane is a,toy.,airplane,toy,46,"(-7.385008811950684, -3.692504405975342, [-5.587308883666992, -1.7976999282836914])",66985530,distilbert-base-uncased
A bicycle is a,toy.,bicycle,toy,47,"(-6.439842224121094, -3.219921112060547, [-5.331748962402344, -1.10809326171875])",66985530,distilbert-base-uncased
A tractor is a,toy.,tractor,toy,48,"(-5.893824577331543, -2.9469122886657715, [-5.3784332275390625, -0.5153913497924805])",66985530,distilbert-base-uncased
A sandbox is a,toy.,sandbox,toy,49,"(-7.290921211242676, -3.645460605621338, [-6.507992744445801, -0.782928466796875])",66985530,distilbert-base-uncased
A bike is a,toy.,bike,toy,50,"(-5.95184326171875, -2.975921630859375, [-4.997984886169434, -0.9538583755493164])",66985530,distilbert-base-uncased
A bow and arrow is a,toy.,bow and arrow,toy,51,"(-7.5610151290893555, -3.7805075645446777, [-7.086213111877441, -0.47480201721191406])",66985530,distilbert-base-uncased
A rope is a,toy.,rope,toy,52,"(-7.580955982208252, -3.790477991104126, [-6.829887866973877, -0.751068115234375])",66985530,distilbert-base-uncased
Dishes are,toys.,dishes,toy,53,"(-13.012158393859863, -6.506079196929932, [-12.422554016113281, -0.589604377746582])",66985530,distilbert-base-uncased
Cards are,toys.,cards,toy,54,"(-11.421529769897461, -5.7107648849487305, [-10.773695945739746, -0.6478338241577148])",66985530,distilbert-base-uncased
A mitt is a,toy.,mitt,toy,55,"(-6.900650501251221, -3.4503252506256104, [-6.1432719230651855, -0.7573785781860352])",66985530,distilbert-base-uncased
A horse is a,toy.,horse,toy,56,"(-6.215979099273682, -3.107989549636841, [-5.1219305992126465, -1.0940485000610352])",66985530,distilbert-base-uncased
A gun is a,toy.,gun,toy,57,"(-7.991799354553223, -3.9958996772766113, [-6.852768898010254, -1.1390304565429688])",66985530,distilbert-base-uncased
Animals are,toys.,animals,toy,58,"(-8.955727577209473, -4.477863788604736, [-8.317197799682617, -0.6385297775268555])",66985530,distilbert-base-uncased
A tennis racket is a,toy.,tennis racket,toy,59,"(-6.874643325805664, -3.437321662902832, [-6.318294525146484, -0.5563488006591797])",66985530,distilbert-base-uncased
Books are,toys.,books,toy,60,"(-12.627540588378906, -6.313770294189453, [-11.995208740234375, -0.6323318481445312])",66985530,distilbert-base-uncased
A robin is a,bird.,robin,bird,1,"(-2.2624454498291016, -1.1312227249145508, [-1.8303289413452148, -0.4321165084838867])",66985530,distilbert-base-uncased
A sparrow is a,bird.,sparrow,bird,2,"(-0.9126119613647461, -0.45630598068237305, [-0.6414918899536133, -0.2711200714111328])",66985530,distilbert-base-uncased
A bluejay is a,bird.,bluejay,bird,3,"(-1.8659343719482422, -0.9329671859741211, [-1.547816276550293, -0.3181180953979492])",66985530,distilbert-base-uncased
A bluebird is a,bird.,bluebird,bird,4,"(-0.49488258361816406, -0.24744129180908203, [-0.2668476104736328, -0.22803497314453125])",66985530,distilbert-base-uncased
A canary is a,bird.,canary,bird,5,"(-1.595585823059082, -0.797792911529541, [-1.2785844802856445, -0.3170013427734375])",66985530,distilbert-base-uncased
A blackbird is a,bird.,blackbird,bird,6,"(-0.4126768112182617, -0.20633840560913086, [-0.22972679138183594, -0.18295001983642578])",66985530,distilbert-base-uncased
A dove is a,bird.,dove,bird,7,"(-0.9578742980957031, -0.47893714904785156, [-0.6333703994750977, -0.32450389862060547])",66985530,distilbert-base-uncased
A lark is a,bird.,lark,bird,8,"(-1.8574943542480469, -0.9287471771240234, [-1.5517768859863281, -0.30571746826171875])",66985530,distilbert-base-uncased
A swallow is a,bird.,swallow,bird,9,"(-1.5350151062011719, -0.7675075531005859, [-1.2785377502441406, -0.25647735595703125])",66985530,distilbert-base-uncased
A parakeet is a,bird.,parakeet,bird,10,"(-1.4081201553344727, -0.7040600776672363, [-1.2082281112670898, -0.1998920440673828])",66985530,distilbert-base-uncased
An oriole is a,bird.,oriole,bird,11,"(-3.70198917388916, -1.85099458694458, [-3.4345388412475586, -0.26745033264160156])",66985530,distilbert-base-uncased
A mockingbird is a,bird.,mockingbird,bird,12,"(-0.48413658142089844, -0.24206829071044922, [-0.30591869354248047, -0.17821788787841797])",66985530,distilbert-base-uncased
A redbird is a,bird.,redbird,bird,13,"(-0.47652626037597656, -0.23826313018798828, [-0.28777313232421875, -0.1887531280517578])",66985530,distilbert-base-uncased
A wren is a,bird.,wren,bird,14,"(-1.6922311782836914, -0.8461155891418457, [-1.4386720657348633, -0.2535591125488281])",66985530,distilbert-base-uncased
A finch is a,bird.,finch,bird,15,"(-1.2105388641357422, -0.6052694320678711, [-0.9168224334716797, -0.2937164306640625])",66985530,distilbert-base-uncased
A starling is a,bird.,starling,bird,16,"(-3.039051055908203, -1.5195255279541016, [-2.718587875366211, -0.3204631805419922])",66985530,distilbert-base-uncased
A cardinal is a,bird.,cardinal,bird,17,"(-9.638399124145508, -4.819199562072754, [-9.26242446899414, -0.3759746551513672])",66985530,distilbert-base-uncased
An eagle is a,bird.,eagle,bird,18,"(-1.2332839965820312, -0.6166419982910156, [-0.8910045623779297, -0.34227943420410156])",66985530,distilbert-base-uncased
A hummingbird is a,bird.,hummingbird,bird,19,"(-0.5416297912597656, -0.2708148956298828, [-0.37686824798583984, -0.16476154327392578])",66985530,distilbert-base-uncased
A seagull is a,bird.,seagull,bird,20,"(-0.7899379730224609, -0.39496898651123047, [-0.5742015838623047, -0.21573638916015625])",66985530,distilbert-base-uncased
A woodpecker is a,bird.,woodpecker,bird,21,"(-0.8826303482055664, -0.4413151741027832, [-0.7202968597412109, -0.16233348846435547])",66985530,distilbert-base-uncased
A pigeon is a,bird.,pigeon,bird,22,"(-1.1411247253417969, -0.5705623626708984, [-0.8852930068969727, -0.2558317184448242])",66985530,distilbert-base-uncased
A thrush is a,bird.,thrush,bird,23,"(-1.049386978149414, -0.524693489074707, [-0.7974863052368164, -0.25190067291259766])",66985530,distilbert-base-uncased
A falcon is a,bird.,falcon,bird,24,"(-1.1213502883911133, -0.5606751441955566, [-0.8536624908447266, -0.2676877975463867])",66985530,distilbert-base-uncased
A crow is a,bird.,crow,bird,25,"(-1.2518062591552734, -0.6259031295776367, [-0.9528141021728516, -0.2989921569824219])",66985530,distilbert-base-uncased
A hawk is a,bird.,hawk,bird,26,"(-1.1256303787231445, -0.5628151893615723, [-0.8302717208862305, -0.29535865783691406])",66985530,distilbert-base-uncased
A raven is a,bird.,raven,bird,27,"(-1.813955307006836, -0.906977653503418, [-1.5491647720336914, -0.26479053497314453])",66985530,distilbert-base-uncased
A goldfinch is a,bird.,goldfinch,bird,28,"(-1.8587770462036133, -0.9293885231018066, [-1.5743379592895508, -0.2844390869140625])",66985530,distilbert-base-uncased
A parrot is a,bird.,parrot,bird,29,"(-1.458745002746582, -0.729372501373291, [-1.1759214401245117, -0.2828235626220703])",66985530,distilbert-base-uncased
A sandpiper is a,bird.,sandpiper,bird,30,"(-3.8535947799682617, -1.9267973899841309, [-3.630183219909668, -0.22341156005859375])",66985530,distilbert-base-uncased
A pheasant is a,bird.,pheasant,bird,31,"(-0.7224760055541992, -0.3612380027770996, [-0.5196933746337891, -0.20278263092041016])",66985530,distilbert-base-uncased
A catbird is a,bird.,catbird,bird,32,"(-0.4737129211425781, -0.23685646057128906, [-0.2875251770019531, -0.186187744140625])",66985530,distilbert-base-uncased
A crane is a,bird.,crane,bird,33,"(-5.670818328857422, -2.835409164428711, [-5.3533430099487305, -0.3174753189086914])",66985530,distilbert-base-uncased
An albatross is a,bird.,albatross,bird,34,"(-0.7589492797851562, -0.3794746398925781, [-0.5701580047607422, -0.18879127502441406])",66985530,distilbert-base-uncased
A condor is a,bird.,condor,bird,35,"(-1.4238433837890625, -0.7119216918945312, [-1.1906375885009766, -0.23320579528808594])",66985530,distilbert-base-uncased
A toucan is a,bird.,toucan,bird,36,"(-4.197664260864258, -2.098832130432129, [-3.8917226791381836, -0.3059415817260742])",66985530,distilbert-base-uncased
An owl is a,bird.,owl,bird,37,"(-0.9820919036865234, -0.4910459518432617, [-0.6462783813476562, -0.3358135223388672])",66985530,distilbert-base-uncased
A pelican is a,bird.,pelican,bird,38,"(-1.0781736373901367, -0.5390868186950684, [-0.8467903137207031, -0.2313833236694336])",66985530,distilbert-base-uncased
A goose is a,bird.,goose,bird,39,"(-1.571467399597168, -0.785733699798584, [-1.332606315612793, -0.238861083984375])",66985530,distilbert-base-uncased
A vulture is a,bird.,vulture,bird,40,"(-1.1053600311279297, -0.5526800155639648, [-0.8722658157348633, -0.2330942153930664])",66985530,distilbert-base-uncased
A stork is a,bird.,stork,bird,41,"(-2.297557830810547, -1.1487789154052734, [-2.013373374938965, -0.28418445587158203])",66985530,distilbert-base-uncased
A buzzard is a,bird.,buzzard,bird,42,"(-1.0715293884277344, -0.5357646942138672, [-0.8231792449951172, -0.2483501434326172])",66985530,distilbert-base-uncased
A swan is a,bird.,swan,bird,43,"(-1.9937076568603516, -0.9968538284301758, [-1.6149091720581055, -0.3787984848022461])",66985530,distilbert-base-uncased
A flamingo is a,bird.,flamingo,bird,44,"(-3.625640869140625, -1.8128204345703125, [-3.2791833877563477, -0.34645748138427734])",66985530,distilbert-base-uncased
A duck is a,bird.,duck,bird,45,"(-2.0389366149902344, -1.0194683074951172, [-1.6640329360961914, -0.37490367889404297])",66985530,distilbert-base-uncased
A peacock is a,bird.,peacock,bird,46,"(-1.3779220581054688, -0.6889610290527344, [-0.988377571105957, -0.3895444869995117])",66985530,distilbert-base-uncased
An egret is a,bird.,egret,bird,47,"(-1.3681001663208008, -0.6840500831604004, [-1.0111112594604492, -0.35698890686035156])",66985530,distilbert-base-uncased
A chicken is a,bird.,chicken,bird,48,"(-3.6712961196899414, -1.8356480598449707, [-3.293489456176758, -0.3778066635131836])",66985530,distilbert-base-uncased
A turkey is a,bird.,turkey,bird,49,"(-3.4725961685180664, -1.7362980842590332, [-3.207782745361328, -0.2648134231567383])",66985530,distilbert-base-uncased
An ostrich is a,bird.,ostrich,bird,50,"(-1.9791784286499023, -0.9895892143249512, [-1.6729841232299805, -0.3061943054199219])",66985530,distilbert-base-uncased
A titmouse is a,bird.,titmouse,bird,51,"(-4.816508769989014, -2.408254384994507, [-4.4764227867126465, -0.3400859832763672])",66985530,distilbert-base-uncased
An emu is a,bird.,emu,bird,52,"(-4.988066673278809, -2.4940333366394043, [-4.606690406799316, -0.3813762664794922])",66985530,distilbert-base-uncased
A penguin is a,bird.,penguin,bird,53,"(-3.0585203170776367, -1.5292601585388184, [-2.711894989013672, -0.34662532806396484])",66985530,distilbert-base-uncased
A bat is a,bird.,bat,bird,54,"(-2.536717414855957, -1.2683587074279785, [-2.2380847930908203, -0.2986326217651367])",66985530,distilbert-base-uncased
Football is a,sport.,football,sport,1,"(-0.20192909240722656, -0.10096454620361328, [-0.03290748596191406, -0.1690216064453125])",66985530,distilbert-base-uncased
Baseball is a,sport.,baseball,sport,2,"(-0.23145103454589844, -0.11572551727294922, [-0.08944129943847656, -0.14200973510742188])",66985530,distilbert-base-uncased
Basketball is a,sport.,basketball,sport,3,"(-0.1376667022705078, -0.0688333511352539, [-0.026668548583984375, -0.11099815368652344])",66985530,distilbert-base-uncased
Tennis is a,sport.,tennis,sport,4,"(-0.27788639068603516, -0.13894319534301758, [-0.12512493133544922, -0.15276145935058594])",66985530,distilbert-base-uncased
Softball is a,sport.,softball,sport,5,"(-0.22310638427734375, -0.11155319213867188, [-0.011671066284179688, -0.21143531799316406])",66985530,distilbert-base-uncased
Canoeing is a,sport.,canoeing,sport,6,"(-0.2250843048095703, -0.11254215240478516, [-0.1296520233154297, -0.09543228149414062])",66985530,distilbert-base-uncased
Handball is a,sport.,handball,sport,7,"(-0.14322471618652344, -0.07161235809326172, [-0.026182174682617188, -0.11704254150390625])",66985530,distilbert-base-uncased
Rugby is a,sport.,rugby,sport,8,"(-0.1668386459350586, -0.0834193229675293, [-0.03586292266845703, -0.13097572326660156])",66985530,distilbert-base-uncased
Hockey is a,sport.,hockey,sport,9,"(-0.158477783203125, -0.0792388916015625, [-0.021673202514648438, -0.13680458068847656])",66985530,distilbert-base-uncased
Ice hockey is a,sport.,ice hockey,sport,10,"(-0.084075927734375, -0.0420379638671875, [-0.012042999267578125, -0.07203292846679688])",66985530,distilbert-base-uncased
Swimming is a,sport.,swimming,sport,11,"(-0.2961597442626953, -0.14807987213134766, [-0.12127685546875, -0.1748828887939453])",66985530,distilbert-base-uncased
Track is a,sport.,track,sport,12,"(-7.227536678314209, -3.6137683391571045, [-6.98002290725708, -0.2475137710571289])",66985530,distilbert-base-uncased
Boxing is a,sport.,boxing,sport,13,"(-0.1407470703125, -0.07037353515625, [-0.031034469604492188, -0.10971260070800781])",66985530,distilbert-base-uncased
Volleyball is a,sport.,volleyball,sport,14,"(-0.12177467346191406, -0.06088733673095703, [-0.015920639038085938, -0.10585403442382812])",66985530,distilbert-base-uncased
Lacrosse is a,sport.,lacrosse,sport,15,"(-0.13038063049316406, -0.06519031524658203, [-0.019060134887695312, -0.11132049560546875])",66985530,distilbert-base-uncased
Skiing is a,sport.,skiing,sport,16,"(-0.18663406372070312, -0.09331703186035156, [-0.06214714050292969, -0.12448692321777344])",66985530,distilbert-base-uncased
Golf is a,sport.,golf,sport,17,"(-0.3801851272583008, -0.1900925636291504, [-0.19755840301513672, -0.18262672424316406])",66985530,distilbert-base-uncased
Polo is a,sport.,polo,sport,18,"(-3.3803043365478516, -1.6901521682739258, [-3.2385425567626953, -0.14176177978515625])",66985530,distilbert-base-uncased
Surfing is a,sport.,surfing,sport,19,"(-0.3016958236694336, -0.1508479118347168, [-0.16318988800048828, -0.1385059356689453])",66985530,distilbert-base-uncased
Wrestling is a,sport.,wrestling,sport,20,"(-0.1508159637451172, -0.0754079818725586, [-0.03267860412597656, -0.11813735961914062])",66985530,distilbert-base-uncased
Gymnastics is a,sport.,gymnastics,sport,21,"(-0.32856273651123047, -0.16428136825561523, [-0.18246746063232422, -0.14609527587890625])",66985530,distilbert-base-uncased
Cricket is a,sport.,cricket,sport,22,"(-0.18315887451171875, -0.09157943725585938, [-0.041858673095703125, -0.14130020141601562])",66985530,distilbert-base-uncased
Squash is a,sport.,squash,sport,23,"(-1.0757207870483398, -0.5378603935241699, [-0.9289255142211914, -0.14679527282714844])",66985530,distilbert-base-uncased
Badminton is a,sport.,badminton,sport,24,"(-0.1672954559326172, -0.0836477279663086, [-0.037471771240234375, -0.1298236846923828])",66985530,distilbert-base-uncased
Racing is a,sport.,racing,sport,25,"(-0.352081298828125, -0.1760406494140625, [-0.2021942138671875, -0.1498870849609375])",66985530,distilbert-base-uncased
Pole vault is a,sport.,pole vault,sport,26,"(-0.5386896133422852, -0.2693448066711426, [-0.43489551544189453, -0.10379409790039062])",66985530,distilbert-base-uncased
Fencing is a,sport.,fencing,sport,27,"(-0.5525426864624023, -0.27627134323120117, [-0.3818845748901367, -0.17065811157226562])",66985530,distilbert-base-uncased
Bowling is a,sport.,bowling,sport,28,"(-2.24660587310791, -1.123302936553955, [-2.049471855163574, -0.19713401794433594])",66985530,distilbert-base-uncased
Water skiing is a,sport.,water skiing,sport,29,"(-0.13348770141601562, -0.06674385070800781, [-0.06522750854492188, -0.06826019287109375])",66985530,distilbert-base-uncased
Ice skating is a,sport.,ice skating,sport,30,"(-0.10214614868164062, -0.05107307434082031, [-0.019983291625976562, -0.08216285705566406])",66985530,distilbert-base-uncased
Jai alai is a,sport.,jai alai,sport,31,"(-10.569047927856445, -5.284523963928223, [-10.157325744628906, -0.41172218322753906])",66985530,distilbert-base-uncased
Skating is a,sport.,skating,sport,32,"(-0.22105979919433594, -0.11052989959716797, [-0.05407524108886719, -0.16698455810546875])",66985530,distilbert-base-uncased
Skindiving is a,sport.,skindiving,sport,33,"(-1.919260025024414, -0.959630012512207, [-1.8020000457763672, -0.11725997924804688])",66985530,distilbert-base-uncased
Sailing is a,sport.,sailing,sport,34,"(-0.5437583923339844, -0.2718791961669922, [-0.4159126281738281, -0.12784576416015625])",66985530,distilbert-base-uncased
Diving is a,sport.,diving,sport,35,"(-0.4826021194458008, -0.2413010597229004, [-0.3361787796020508, -0.14642333984375])",66985530,distilbert-base-uncased
Archery is a,sport.,archery,sport,36,"(-0.28859996795654297, -0.14429998397827148, [-0.10852527618408203, -0.18007469177246094])",66985530,distilbert-base-uncased
Judo is a,sport.,judo,sport,37,"(-0.1816730499267578, -0.0908365249633789, [-0.07552528381347656, -0.10614776611328125])",66985530,distilbert-base-uncased
Car racing is a,sport.,car racing,sport,38,"(-0.16091060638427734, -0.08045530319213867, [-0.08207893371582031, -0.07883167266845703])",66985530,distilbert-base-uncased
Ping pong is a,sport.,ping pong,sport,39,"(-4.718767166137695, -2.3593835830688477, [-4.621114730834961, -0.09765243530273438])",66985530,distilbert-base-uncased
Rowing is a,sport.,rowing,sport,40,"(-0.20333099365234375, -0.10166549682617188, [-0.07793998718261719, -0.12539100646972656])",66985530,distilbert-base-uncased
Fishing is a,sport.,fishing,sport,41,"(-0.94036865234375, -0.470184326171875, [-0.7524147033691406, -0.18795394897460938])",66985530,distilbert-base-uncased
Horseback riding is a,sport.,horseback riding,sport,42,"(-0.32932090759277344, -0.16466045379638672, [-0.25594520568847656, -0.07337570190429688])",66985530,distilbert-base-uncased
Running is a,sport.,running,sport,43,"(-0.6598644256591797, -0.32993221282958984, [-0.4798736572265625, -0.1799907684326172])",66985530,distilbert-base-uncased
Horse racing is a,sport.,horse racing,sport,44,"(-0.25853729248046875, -0.12926864624023438, [-0.15720558166503906, -0.10133171081542969])",66985530,distilbert-base-uncased
Hiking is a,sport.,hiking,sport,45,"(-0.7317390441894531, -0.36586952209472656, [-0.5966091156005859, -0.1351299285888672])",66985530,distilbert-base-uncased
Weight lifting is a,sport.,weight lifting,sport,46,"(-0.47145557403564453, -0.23572778701782227, [-0.3856649398803711, -0.08579063415527344])",66985530,distilbert-base-uncased
Croquet is a,sport.,croquet,sport,47,"(-8.957077026367188, -4.478538513183594, [-8.792449951171875, -0.1646270751953125])",66985530,distilbert-base-uncased
Horseshoes is a,sport.,horseshoes,sport,48,"(-7.466449737548828, -3.733224868774414, [-7.252651214599609, -0.21379852294921875])",66985530,distilbert-base-uncased
Boating is a,sport.,boating,sport,49,"(-0.667384147644043, -0.3336920738220215, [-0.4804401397705078, -0.18694400787353516])",66985530,distilbert-base-uncased
Pool is a,sport.,pool,sport,50,"(-4.429963111877441, -2.2149815559387207, [-4.118941307067871, -0.3110218048095703])",66985530,distilbert-base-uncased
Billiards is a,sport.,billiards,sport,51,"(-0.2538108825683594, -0.1269054412841797, [-0.16891956329345703, -0.08489131927490234])",66985530,distilbert-base-uncased
Hunting is a,sport.,hunting,sport,52,"(-0.818629264831543, -0.4093146324157715, [-0.618372917175293, -0.20025634765625])",66985530,distilbert-base-uncased
Jump rope is a,sport.,jump rope,sport,53,"(-1.4635801315307617, -0.7317900657653809, [-1.362940788269043, -0.10063934326171875])",66985530,distilbert-base-uncased
Camping is a,sport.,camping,sport,54,"(-1.5589838027954102, -0.7794919013977051, [-1.3435630798339844, -0.21542072296142578])",66985530,distilbert-base-uncased
Chess is a,sport.,chess,sport,55,"(-1.0237960815429688, -0.5118980407714844, [-0.8353004455566406, -0.18849563598632812])",66985530,distilbert-base-uncased
Dancing is a,sport.,dancing,sport,56,"(-0.9709253311157227, -0.48546266555786133, [-0.7439565658569336, -0.22696876525878906])",66985530,distilbert-base-uncased
Checkers is a,sport.,checkers,sport,57,"(-9.039952278137207, -4.5199761390686035, [-8.849075317382812, -0.19087696075439453])",66985530,distilbert-base-uncased
Cards is a,sport.,cards,sport,58,"(-6.633079528808594, -3.316539764404297, [-6.371636390686035, -0.2614431381225586])",66985530,distilbert-base-uncased
Sunbathing is a,sport.,sunbathing,sport,59,"(-0.5420818328857422, -0.2710409164428711, [-0.43160247802734375, -0.11047935485839844])",66985530,distilbert-base-uncased
Pea is a,vegetable.,pea,vegetable,1,"(-6.903069019317627, -3.4515345096588135, [-5.86128568649292, -1.041783332824707])",66985530,distilbert-base-uncased
Carrot is a,vegetable.,carrot,vegetable,2,"(-3.6197261810302734, -1.8098630905151367, [-3.045198440551758, -0.5745277404785156])",66985530,distilbert-base-uncased
Green bean is a,vegetable.,green bean,vegetable,3,"(-3.630660057067871, -1.8153300285339355, [-2.982211112976074, -0.6484489440917969])",66985530,distilbert-base-uncased
String bean is a,vegetable.,string bean,vegetable,4,"(-3.9669265747070312, -1.9834632873535156, [-3.31793212890625, -0.6489944458007812])",66985530,distilbert-base-uncased
Spinach is a,vegetable.,spinach,vegetable,5,"(-5.856586456298828, -2.928293228149414, [-5.087602615356445, -0.7689838409423828])",66985530,distilbert-base-uncased
